sk_regiao,nm_logradouro,nu_logradouro,cd_cep,nm_bairro,nm_municipio,sg_uf,vl_latitude,vl_longitude
KM7_%ZK7J^[]X!]J(1F1R!,RUA PORTUGAL,5,40015000,COMERCIO,SALVADOR,BA,"-12,9726879","-38,5130174"
"P?[W+F-FX]E5@!K$0&""@2.",RUA BARAO DO RIO BRANCO,121,80010180,CENTRO,CURITIBA,PR,"-25,4312083","-49,2685378"
"IW*M?5]=OOXF&'A@BN6F`*",QNH,0,72130700,TAGUATINGA NORTE,BRASILIA,DF,"-15,8039339","-48,0890362"
"C>&%I2'8P>ORZ.,RM:#;*.",AVENIDA ENCANTA MOCA,397,51011080,PINA,RECIFE,PE,"-8,0917855","-34,8861961"
"J#\AW,JQ8,0CGFZ]$_-JS%",AVENIDA MARGINAL NEBLINA,0,77817805,LOTEAMENTO CHACARA NUMERO 95 D,ARAGUAINA,TO,"-7,198573","-48,2177822"
"A(9IN5-FJ,.?H]H<12$S3+",RUA BOM JESUS,2011,76974000,MORADA DO SOL,ESPIGAO DO OESTE,RO,"-11,5189961","-61,013194"
"K!ES59'2SXLU8VM)W#5_^/",RUA ALVES DA SILVEIRA,1056,69035590,COMPENSA,MANAUS,AM,"-3,1190275","-60,0217314"
"F6@J.\7]\W#0N^4HJ>&EN""",AVENIDA PRESIDENTE KENNEDY,1724,53230630,PEIXINHOS,OLINDA,PE,"-8,014433","-34,870238"
"NFEI[G!`YX^F]""<8PN4D>&",RUA PARQUE VILA VELHA I,0,60330035,BARRA DO CEARA,FORTALEZA,CE,"-3,7071501","-38,5902857"
"H;/79=23J2.RKM'!MK?(_/",RUA DO MAR,125,55028310,SANTA ROSA,CARUARU,PE,"-8,2953612","-35,9666906"
"J_N'A=-<ROS29NFYS>ZCP,",RUA JACARAIPE,1205,35170095,GIOVANINI,CORONEL FABRICIANO,MG,"-19,5067791","-42,6302575"
"N>OF:H[,A9B!1[&,[2#/5/",RUA CHARLES FENLEY,72,13473340,CAMPO VERDE,AMERICANA,SP,"-22,7378463","-47,3335688"
"F@_GIN""L]Y-W[&#!/$3:M!",RUA OTAVIO ALVES DUNDAS,360,03249000,VILA IVG,SAO PAULO,SP,"-23,5991658","-46,5338381"
HD6)`[JS#*6E6>PB2!R*!.,RUA ALFREDO MENEZES,227,28993650,BACAXA,SAQUAREMA,RJ,"-22,893981","-42,4655206"
"JDYOGGAP9UW^9*86C'C4<.",RUA SALVADOR,70,29140360,JARDIM AMERICA,CARIACICA,ES,"-20,2660457","-40,4218121"
I\FNH98F@]&&JW<UBZ^>B%,RUA WENCESLAU TEIXEIRA ALVES,567,82920310,CAJURU,CURITIBA,PR,"-25,4483822","-49,2029932"
III^7).9@ZR!X4(V7.%<]%,RUA MARCILIO DIAS,631,93336145,RIO BRANCO,NOVO HAMBURGO,RS,"-29,6888984","-51,136019"
A&.M.G?AK`VPEJ</ITFUT0,AVENIDA PERIMETRAL VI,SN,74730070,CONJUNTO RIVIERA,GOIANIA,GO,"-16,6744713","-49,2826348"
"DJ^0O'T2L@WH<YHXX(([<'",AVENIDA JK,1103,39230970,DERALDO ALVES,BUENOPOLIS,MG,"-17,8739574","-44,1730214"
"HD@QK-!#?4=I:6).""\@V!""",QR 417 CONJUNTO A,0,72547701,SANTA MARIA,BRASILIA,DF,"-15,801519","-47,860297"
LI$#V30X^&0(_5:XO=X8P&,RUA MORAIS E CASTRO,724,36025160,PASSOS,JUIZ DE FORA,MG,"-21,773626","-43,350835"
OWS5M`82@\7^\<P5UU0Q?+,CHACARA SAO JOAO,SN,15895000,PALMEIRAS,CEDRAL,SP,"-20,9014217","-49,2668856"
"P=)/S""X@T9><KQ6Q20>15(",AVENIDA GUILHERME GIORGI,928,03422000,VILA CARRAO,SAO PAULO,SP,"-23,5544692","-46,5453318"
"P6`,NF\EBKDG=UN/J0FD;+",RUA GENERAL OSORIO,99,96900000,CENTRO,SOBRADINHO,RS,"-29,4160511","-53,0274128"
"FH4'IL-%6'-YRA5T88R`2(",AVENIDA PAPA JOAO PAULO I,3820,07174005,RESIDENCIAL PARQUE CUMBICA,GUARULHOS,SP,"-23,426035","-46,4313099"
"D[&\.1-,G/&HEBL'M)BMX/",RUA JOAO PESSOA,226,62430000,CENTRO,GRANJA,CE,"-3,1237729","-40,8295056"
A\3.9*V#H])%=;1@(VA#2!,RUA FRANCISCO ALVES,92,83050420,BORDA DO CAMPO,SAO JOSE DOS PINHAIS,PR,"-25,4987335","-49,1720675"
"FFK>V'6NMVQ43/NSJAL""\$",RUA ALOEDIL DA SILVA SAMPAIO,1859,78730504,JARDIM RONDONIA,RONDONOPOLIS,MT,"-16,4654757","-54,6387229"
"LV;1[2UM6[]_&4-8-J'V_,",RUA AUGUSTO PAIOLA,139,13490000,VILA BARBOSA,CORDEIROPOLIS,SP,"-22,4815717","-47,4516867"
"I71W)1@WPCP,UTA3(TCI%""",LOCALIDADE VILA SAO JOSE DA ARAPAR,SN,68580000,JURUNAS,ITUPIRANGA,PA,"-5,1347348","-49,327687"
"DW%VZ+:1I9V*Y>,MT""D?5&",RUA ELIZEU VALENTIN DE LIMA,270,81490070,CAMPO DE SANTANA,CURITIBA,PR,"-25,585248","-49,3224127"
"L&CDW""S$*=.X`$9QGM%0Z""",CONJUNTO GRACILIANO RAMOS,593,57073340,CIDADE UNIVERSITARIA,MACEIO,AL,"-9,5711365","-35,7917052"
"D*D_'@%YHHTQ[&0K][)VJ/",RUA BENEDITO GARCIA DE MOURA,115,11425220,SANTA CRUZ DOS NAVEGANTES,GUARUJA,SP,"-23,9974531","-46,3042515"
ND64L@W]>=7J-3<*Q.87*(,RUA GERSON OLIVEIRA,5,45390000,CENTRO,NOVA ITARANA,BA,"-13,0245018","-40,0656329"
CY%\S)&QQSPA9V/6%3*T9.,AVENIDA CUSTODIO FERREIRA,19,55152060,SANTO ANTONIO,BELO JARDIM,PE,"-8,3381035","-36,4344478"
"OEEDR""X3$Q?8HW4_Z0<#W!",AVENIDA LUIZ TANURE,447,39620000,CENTRO,MEDINA,MG,"-16,2261598","-41,4765021"
"H""\%'_8C'&O8Q88AU9%;@+",AVENIDA ANTONIO TRILHA,1648,97300000,CENTRO,SAO GABRIEL,RS,"-30,3454614","-54,3287242"
"LS#7='X?_QV,_.'IOF<@G$",RUA VINTE,230,29105400,SANTA MONICA,VILA VELHA,ES,"-20,362087","-40,312101"
CJRL`AP8A:G@+XPTT*C(E+,RUA PELOTAS,202,04012000,VILA MARIANA,SAO PAULO,SP,"-23,5817468","-46,6448494"
F&(+O@;I;97>LKJZE$Z6E/,RUA RODRIGUES DE MENEZES,131,29770000,CENTRO,MANTENOPOLIS,ES,"-18,8639296","-41,1222823"
"HJC7""'#'LTH@7UUFHR8C9,",RUA DOZE DE OUTUBRO,31,35170012,CENTRO,CORONEL FABRICIANO,MG,"-19,523891","-42,6264959"
"I!&@,H9U?+'VYX/V\28FC""",RUA IGUACU,327,31110600,CONCORDIA,BELO HORIZONTE,MG,"-19,902781","-43,9381285"
"D`U$F\JMZ+>)LW!>,50\3'",AVENIDA PIONEIRO ANTONIO FRANCO DE MORAIS,1288,87083260,JARDIM BRASIL,MARINGA,PR,"-23,3866567","-51,9530204"
"L(1\0L`'8.X'-%#K\R&8&/",RUA 16 DE OUTUBRO,220,69901200,QUINZE,RIO BRANCO,AC,"-9,984118","-67,8120837"
"I1.'.-X<]+V=FK\@);)T3-",AVENIDA COMERCIAL,1731,75629970,SETOR CENTRAL,PONTALINA,GO,"-17,5106223","-49,4504934"
"CKK?&^R@1T4@OKO'S(!K9!",AVENIDA DAS ESTRELAS,SN,44840000,BAIRRO DO CAMPO,TAPIRAMUTA,BA,"-11,849854","-40,783852"
"O48J""F=;L%VADL<^A\I*0$",RUA ITAMARATI,12,33120540,SAO BENEDITO,SANTA LUZIA,MG,"-19,7889203","-43,9326692"
PR>FZD(%#67Q>0*T1_`$T/,RUA DO ARAME,9,65074380,VINHAIS,SAO LUIS,MA,"-2,5104511","-44,2501165"
CK?F!#;MI*\`R/B%.V8=A+,RUA BRENDA BENNETT,1180,04477230,SETE PRAIAS,SAO PAULO,SP,"-23,5505199","-46,6333094"
"GQ94(@1BCN!""UQ:MDI%?^$",RUA TRES,SN,12900005,MAE DOS HOMENS,BRAGANCA PAULISTA,SP,"-22,9128957","-46,5306216"
"KT^7O$F6'J'V3P2]RKC7Y%",AVENIDA GOVERNADOR ANTONIO DE MELO E SOUZA,1098,59125090,POTENGI,NATAL,RN,"-5,7523507","-35,2382134"
FE9`!I]RK\7TUC!.IP;Q?!,RODOVIA DO CAFE,SN,83606400,CENTRO,CAMPO LARGO,PR,"-25,4532067","-49,5545044"
D():B3#O@H1+]Y3<&96^Z),RUA JOSE DE SOUZA,167,35715000,CENTRO,PRUDENTE DE MORAIS,MG,"-19,4780358","-44,1552997"
"EC&%TDSX%Q8@-&/\06D-')",RUA ANTONIO JOSE MOREIRA,154,14055320,SUMAREZINHO,RIBEIRAO PRETO,SP,"-21,1611782","-47,8240407"
"J-4(S?@4@Y?9>)EZ_05,-(",RUA JOAQUIM MACEDO,540,69901585,PLACAS,RIO BRANCO,AC,"-9,9516407","-67,8024912"
"GL?CCO%)_Z,2_=1ZC]N<=(",RUA SAO BENEDITO,240,12620000,VILA ESPERANCA,PIQUETE,SP,"-22,6031398","-45,1875551"
"BJO;]A]:D/O>ZREN""Z3S(#",ESTRADA DAS CANOAS,610,22610210,SAO CONRADO,RIO DE JANEIRO,RJ,"-22,9955116","-43,2697913"
EW#4+K<B^M]6IIY$C]3=^/,RUA ANGELA GABARDO PAROLIN,1570,81945020,CAMPO DE SANTANA,CURITIBA,PR,"-25,5963325","-49,3020546"
"ESX+(=7O8""\%QYIW1.G?+/",AVENIDA PRESIDENTE ARTHUR BERNARDES,501,78125100,JARDIM AEROPORTO,VARZEA GRANDE,MT,"-15,6564601","-56,1226763"
"BBA$9%P`G\=3;AH6L>U[_,",AVENIDA POTIRENDABA,1345,15080000,JARDIM SANTA LUZIA,SAO JOSE DO RIO PRETO,SP,"-20,825514","-49,373709"
"I3%_&*V*1&_MG26;P&8>@'",RUA PROFESSORA LOURDES MOURAO,535,37704273,JARDIM CENTENARIO,POCOS DE CALDAS,MG,"-21,8097525","-46,5672393"
M?9Y2XCER-54=T;FAVW@6+,RUA IRIS,177,30690570,LINDEIA BARREIRO,BELO HORIZONTE,MG,"-19,9748444","-44,0530682"
"AJHK=(4D:V^7-WF<T8=*,'",LOCALIDADE VIA ANHANGUERA,SN,14680000,ZONA RURAL,JARDINOPOLIS,SP,"-21,0277616","-47,7772049"
"F`9S)QMJ,%>5CR#R8O];0.",AVENIDA BRASIL,23335,21670000,GUADALUPE,RIO DE JANEIRO,RJ,"-22,846702","-43,3793268"
"OH=F*'UTPA!&:A`L*T`-#(",RUA PEDRO CELESTINO VARELA,632,79822282,PANAMBI VERA,DOURADOS,MS,"-22,2290317","-54,8363232"
"GEC)[_XQ"",Z15`#4^.E\3(",AVENIDA JUSCELINO KUBITSCHEK DE OLIVEIRA,129,13806520,JARDIM AMERICA,MOGI MIRIM,SP,"-22,4199213","-46,960549"
IOT70L3)N]QNV)WPT$@82#,RUA SENADORA MADUREIRA,1355,04021051,VILA CLEMENTINO,SAO PAULO,SP,"-23,5927562","-46,6486436"
P=UTH-L4/J)^+T(LPJ7*90,RUA AQUIDABA,57,20720292,MEIER,RIO DE JANEIRO,RJ,"-22,9071789","-43,2833586"
"IT<SUBA""(`M$##KJR8JVD-",TRAVESSA ELTON PETROSKI,84,78705430,MORADA DO PARATY,RONDONOPOLIS,MT,"-16,4654757","-54,6387229"
BB`<0DV(PHLK^N=6Z_4NJ-,AVENIDA CASTELO BRANCO,590,74140150,SETOR OESTE,GOIANIA,GO,"-16,6882001","-49,2768954"
"OV_H2!X+B]S`=10((+[,R/",RUA PADRE JOAO,31,03637000,PENHA,SAO PAULO,SP,"-23,5206773","-46,5463708"
"DMW=%OTAA<(MKX8R3?AT'&",RUA ALVARES FAGUNDES,275,04338000,AMERICANOPOLIS,SAO PAULO,SP,"-23,6676","-46,6481925"
FI;8]TCGA$W39I0+9LOE-.,RUA DOUTOR FRANCISCO RANIERI,801,01448070,LAUZANE PAULISTA,SAO PAULO,SP,"-23,4776408","-46,6455893"
"CB$1=PE""%ICNOYN<X90(Y""",AVENIDA DO CONTORNO,10185,30110064,BARRO PRETO,BELO HORIZONTE,MG,"-19,9190934","-43,956751"
"IBQF?=6,*-!T*!*^[NL%60",PRACA LOMANTO JUNIOR,88,46650000,CENTRO,BARRA DA ESTIVA,BA,"-13,6241479","-41,3350748"
"M#1`4[KF@B""[#-77[5^(3)",AVENIDA GENERAL COUTO MAGALHAES,791,74323240,VILA MAUA,GOIANIA,GO,"-16,7031227","-49,3171517"
"KS7N,&&%IP?0/@/1^>KIP!",RUA JOSE FRANCISCO LAURINDO,2169,88375000,SAO DOMINGOS,NAVEGANTES,SC,"-26,8785707","-48,6825797"
"K@8A7@V3/Z3?1M(\]\;2-'",RUA LUIZ CAMILO DE CAMARGO,492,13184420,LOTEAMENTO REMANSO CAMPINEIRO,HORTOLANDIA,SP,"-22,8645368","-47,2161432"
P!L]^X[B`Z4#;W4#<=+;=*,RUA PADRE RICARDO SILVESTRE,1317,69340000,CENTRO,MUCAJAI,RR,"2,4400222","-60,9268394"
KW:C3;K!E@857*[J[/]IL(,RUA SERVULO BRITO,144,68501580,CIDADE NOVA,MARABA,PA,"-5,3718087","-49,1249431"
"I'\M*;Z&3@/G46H6Z/E`<%",RUA DA BAHIA,307,30160010,CENTRO,BELO HORIZONTE,MG,"-19,9178505","-43,9352586"
"GF$,655OZ!A;YT"".T7M/;%",AVENIDA STEFAN DUDAS,88,79785000,CENTRO,ANGELICA,MS,"-22,1518518","-53,7733626"
"BMPWX$E-:M`_F-&$4`W'N-",RUA SAO JOSE,2186,39830000,CENTRO,ITAMBACURI,MG,"-18,0357064","-41,6763304"
GY0V@#(-59A;`JJ=VT)#%&,QUADRA 612 SUL ALAMEDA 8,53,77022092,PLANO DIRETOR SUL,PALMAS,TO,"-10,2224983","-48,3141652"
"O,XJUT/@,9T_0U2:H/$6U+",RUA MARECHAL DUTRA,168,59215000,CENTRO,NOVA CRUZ,RN,"-6,4765904","-35,4337619"
"OV8IR""Y90CXR.^TT;B^E%$",RUA TENENTE ALCIDES THEODORO DOS SANTOS,70,16055557,AVIACAO,ARACATUBA,SP,"-21,1969305","-50,4334204"
"I:B@?=#FC$'!5?144]GF-$",RUA PROFESSOR ODILIO FILHO,295,60743750,PASSARE,FORTALEZA,CE,"-3,802338","-38,5374123"
"JTPAX%]?)IZ$#E`K`]/(I'",AVENIDA PORTO DOS MASTROS,300,40421520,RIBEIRA,SALVADOR,BA,"-12,9164766","-38,4947045"
FLT28)G=F`D]Y+IQK!IN4$,RUA SERGIPE,750,79410000,CENTRO,PEDRO GOMES,MS,"-18,0906732","-54,5505726"
"CK'5XL\[&\[')@BSOR(Z?""",AVENIDA OURO,346,84145970,NOVA HOLANDA,CARAMBEI,PR,"-24,9504343","-50,1137317"
"BW;J_V@KL/'$;3*847DE()",RUA SAO BENTO,1222,81630230,VILA HAUER,CURITIBA,PR,"-25,4795632","-49,2542625"
"KYH/!-524N'47$]4O0""(>,",SHD BLOCO L,SN,73310238,SETOR DE HOTEIS E DIVERSOES PLANALTINA,BRASILIA,DF,"-15,7942287","-47,8821658"
EOL:_;;B7APC2#3%+KU&S$,RUA ALBATROZ,65,13061900,VILA PE MANOEL DA NOBREGA,CAMPINAS,SP,"-22,9116118","-47,1190101"
"H=)@=-E,#&QH4,NX3`F4`'",RUA CORCOVADO,256,32280520,RIACHO DAS PEDRAS,CONTAGEM,MG,"-19,9441289","-44,0636471"
"J=(FUZ_4QVRCBKQ2NO*%,&",RUA ANTONIO GOMES,135,07093090,VILA SANTO ANTONIO,GUARULHOS,SP,"-23,4597722","-46,5379847"
"EA>G-522.P241;'*4=DJ@#",RUA VICENTE FERNANDES PINTO,SN,04156000,AGUA FUNDA,SAO PAULO,SP,"-23,6315067","-46,6233554"
"B$<6?<>.)0F4L""5#TBL^X'",ESTRADA GERAL,0,88780000,ARROIO,IMBITUBA,SC,"-28,1623346","-48,6776257"
"AJS:!""#?'1I2+GW2TGL)O/",TRAVESSA LAURO DE FREITAS,2,48960000,CENTRO,JAGUARARI,BA,"-10,2573919","-40,1958492"
N=T?&4/W0RF6`=Q7):93G(,RUA ERNESTO ALVES,273,90220190,FLORESTA,PORTO ALEGRE,RS,"-30,0255664","-51,2146067"
DAHTYV`W)C(G3H6R>QDJ%0,RUA ISMAEL TINO LIMA E SILVA,276,55292080,ALOISIO PINTO,GARANHUNS,PE,"-8,8992694","-36,500798"
D(AZ.6(N*B>N5F;VM+Z43.,AVENIDA SAO JOAO,439,01035000,CENTRO,SAO PAULO,SP,"-23,5437416","-46,6387469"
E^&D/^`S7I*!X4\4_-A/I#,RUA FRANZ SCHUBERT,145,01454020,JARDIM PAULISTANO,SAO PAULO,SP,"-23,584439","-46,6894953"
"O1`F%,WHBI>Y]_Y&)X$,I*",SITIO SAO JOSE,SN,15910000,MESSIAS,MONTE ALTO,SP,"-21,2654139","-48,4976456"
J&R#T:E4G]YPC9^/FF412%,RUA DAS HORTENCIAS,168,98855000,CENTRO,ENTRE IJUIS,RS,"-28,2806237","-54,2740293"
"J&5FDPY$QHLM)['M""5NHJ-",AVENIDA TENENTE CORONEL ADALBERTO MENDES,603,27521130,MANEJO,RESENDE,RJ,"-22,4706702","-44,462633"
"AS8=/D9=^8@R$L43""ZTY6*",ESTRADA RS T,101,95540000,CAPIVARI,PALMARES DO SUL,RS,"-30,2596595","-50,5110784"
P(8)@-$4DN]<@G7_!%_9^/,RUA VICTOR KONDER,578,89820000,CENTRO,XANXERE,SC,"-26,8779698","-52,4074264"
"J49(0IDXG$1""1-R_Q@QXM0",RUA SEIS DE JUNHO,114,08765120,TAIACUPEBA,MOGI DAS CRUZES,SP,"-23,5247535","-46,1871339"
"A04#BR8T2?.Q7R]OAB_\,,",RUA BENEDITO MENDES DE SOUZA,223,11661201,TINGA,CARAGUATATUBA,SP,"-23,634446","-45,4337757"
"L*COB4\>3L'.I)X,&+8C+-",RUA MANOEL SILVERIO FERREIRA,186,18315000,CENTRO,RIBEIRAO GRANDE,SP,"-24,1099571","-48,3751185"
"H$9Q.9C5?)\'""0$Q<#0?A+",RUA RIO MANTIQUEIRA,114,32280620,RIACHO DAS PEDRAS,CONTAGEM,MG,"-19,9509379","-44,0627663"
"BCG[E2#9LK,.)G""S_R/Z;%",RUA CORONEL NEVES,31,90870280,MEDIANEIRA,PORTO ALEGRE,RS,"-30,0656872","-51,2119989"
"K->""&33(,WC2^N2Q%M?]N*",RUA ARAUCARIA,295,85506060,SANTA TEREZINHA,PATO BRANCO,PR,"-26,2382495","-52,6717746"
PYCO@(.(#%$EL1$VA851P%,RUA ABELARDO JOSE NACUL,111,99855000,CENTRO,SAO JOAO DA URTIGA,RS,"-27,8162047","-51,8318373"
O-@=$_#P]/MM?;Y.WE#[H(,RUA TOBIAS BARRETO,160,50020700,SAO JOSE,RECIFE,PE,"-8,0674592","-34,8804361"
"O0JX;\T-P@.3KGW)H6`T,,",RUA JOSE GARIBALDI,7197,94410100,CENTRO,VIAMAO,RS,"-30,0968158","-50,969141"
"G!""C):K'2RW*V\:$HB&""W'",AVENIDA PORTO ALEGRE,SN,98700000,DISTRITO INDUSTRIAL,IJUI,RS,"-28,4046905","-53,9260888"
"D&DJE(4U)C7L24]P_9EVU,",RUA DOMINGOS AFONSO,460,03161090,VILA SANTA CLARA,SAO PAULO,SP,"-23,5780948","-46,5627982"
"G9C'[/S[6DE3^3N""\!""G5.",RUA NOVE DE JULHO,365,18690000,CENTRO,ITATINGA,SP,"-23,1031344","-48,614464"
"D<7BKT<?E&PM?UW\5JK'P.",RUA MARIA APARECIDA,118,31920470,SAO MARCOS,BELO HORIZONTE,MG,"-19,8688073","-43,912473"
"I0,IH14<6A\TQ<!QJ?/@S)",RUA EXPED ARMANDO DE MOURA,SN,12081600,TRES MARIAS,TAUBATE,SP,"-23,0249228","-45,5353017"
"LXVB`""3VT>SWQ6>AG1G;*)",CONJUNTO CLAUDENOR SAMPAIO,24,57040550,JACINTINHO,MACEIO,AL,"-9,6361593","-35,7068268"
"BG<KJB@""P:4!W,'1X:B'U#",AVENIDA SAO PAULO,SN,74912460,JARDIM ESMERALDAS,APARECIDA DE GOIANIA,GO,"-16,813698","-49,3132016"
"B``T5>F$?^5ZVW2HGRU62""",FAZENDA MUCAMBO DOS BOIS,SN,39520000,ZONA RURAL,PORTEIRINHA,MG,"-15,741151","-43,0280584"
"FZ5@4\HX?^<$Q/6N#S36""+",RUA PADRE LEMOS,136,52070210,CASA AMARELA,RECIFE,PE,"-8,0255239","-34,917775"
"D:<TA@V.*JVQ-5C+I7T""I0",AVENIDA BEZERRA DE MENEZES,2450,60325002,PARQUE ARAXA,FORTALEZA,CE,"-3,7321246","-38,5471436"
"PQ,Q$WD)T)D(Q*X`@GS?A-",AVENIDA FRANCISCO JUNQUEIRA,1120,14010030,CENTRO,RIBEIRAO PRETO,SP,"-21,1758885","-47,8025723"
"OR:XW$+9ABCFE.T_>N_,C*",AVENIDA ORLANDIA,312,13423506,PARQUE TAQUARAL,PIRACICABA,SP,"-22,7726174","-47,5900441"
I1[9X%);K.D$*`8GI^=(&$,RUA FIDELANDIA,203,39850000,CENTRO,ATALEIA,MG,"-18,1466704","-41,1602597"
"F2C]XN47&+569;4O""^IB#""",RODOVIA ITABERA TAQUARITUBA,0,18440000,TORIBA DO SUL,ITABERA,SP,"-23,8559559","-49,1358007"
"N=A""99P$*X$#7OQF\ZEA^-",RUA MARTINS JUNIOR,28,50060110,BOA VISTA,RECIFE,PE,"-8,0622843","-34,8838783"
"MQ%(-QIY!?=\[:9.#H""I\,",RUA FRANCISCO PASSOLD,250,89070410,BADENFURT,BLUMENAU,SC,"-26,8749971","-49,1321319"
G]W.?`277ANR052K_!U73*,RUA RUI BARBOSA,55,17360000,CENTRO,TORRINHA,SP,"-22,428897","-48,1641632"
"M1U@Z/I_^(`[RI_VA,]C""*",RUA PROJETADA,12,59665000,SITIO ENTRONCAMENTO,CARNAUBAIS,RN,"-5,3388314","-36,8376556"
"NM*,UHJ]X!BT-9E=\*%>K&",RUA MANOEL ALVES,576,58322000,CENTRO,CONDE,PB,"-7,2562548","-34,9051538"
HW4KP^!`5O5T^PI0Y%BP0%,RUA TUTOIA,873,04007000,PARAISO,SAO PAULO,SP,"-23,5785421","-46,6508904"
"HEG,[]#]EV4]U%`671/1L0",RUA BENJAMIN CONSTANT,196,13250340,CENTRO,ITATIBA,SP,"-23,003976","-46,8419064"
"N,UL2ELG&#4;@RA_2H'^=$",RUA PRINCESA FRANCISCA CAROLINA,626,09751340,NOVA PETROPOLIS,SAO BERNARDO DO CAMPO,SP,"-23,7057002","-46,5435057"
"M,2VH]\['-C*I!!9S3=8V""",QNP 34 CONJUNTO A,0,72236401,CEILANDIA,BRASILIA,DF,"-15,801519","-47,860297"
G6-!L6PV7(#O(.@7!]MCR!,RUA NILA MARIA DA SILVA,219,88390000,NOVA ESPERANCA,BARRA VELHA,SC,"-26,6331439","-48,6846608"
"B'/^(W[;,:3[<2?PZ%`5E$",RUA TOMAZ CORREIA,1053,76800000,JK II,PORTO VELHO,RO,"-8,7611605","-63,9004303"
"C:^34Z\""'W4>>H5B\A$M^)",RUA 4,SN,48905350,ALTO DA MARAVILHA,JUAZEIRO,BA,"-9,4384672","-40,5052236"
J(%L3?V!CJ!83=(FC$8&9.,RUA URARICOERA,264,31130580,RENASCENCA,BELO HORIZONTE,MG,"-19,8918366","-43,9379391"
"MR=7VUF%^^/$/(L$""`4#R(",AVENIDA CELSO GARCIA,969,03015000,BRAS,SAO PAULO,SP,"-23,5383295","-46,6030639"
C7+?A*CHM;.Y\`+9FBYSG+,RODOVIA AUG MEIRA FILHO LOTEAMENTO BELO JARDIM GUARITA,0,68795000,CENTRO,BENEVIDES,PA,"-1,3524989","-48,2592606"
"M,JE'G2S'""-6RFO%T/I?;""",RUA CRUZEIRO VELHO,387,61652330,MARECHAL RONDON JUREMA,CAUCAIA,CE,"-3,7744584","-38,6249324"
GD!SW=.-7[&%2@B735[R/0,RUA SETE DE SETEMBRO,444,97573470,CENTRO,SANTANA DO LIVRAMENTO,RS,"-30,8867318","-55,534329"
N^K]TWNU*FI&K%;#*I*8H(,RUA 21 DE ABRIL,0,77804100,CENTRO,ARAGUAINA,TO,"-7,187997","-48,2096115"
C!-$)4!KEL;-KA\N*]GG+0,AVENIDA BRASIL,38,12062060,VILA SAO GERALDO,TAUBATE,SP,"-23,0071508","-45,5515935"
C^1TMH(B8DUHTH0((/7K5*,AVENIDA JOCA CLAUDINO,5193,64039460,SANTA CLARA,TERESINA,PI,"-5,1866979","-42,75737"
"G2?LHV8O+B0""I9'*>$@,S,",RUA GUSTAVO CAPANEMA,11,35600000,VILA MILITAR,BOM DESPACHO,MG,"-19,7520352","-45,2583374"
"E?W(,Q<#^,<3L8L_VK*]S*",RUA 8,0,76550972,SETOR AEROPORTO,PORANGATU,GO,"-13,4311694","-49,1428101"
P(VRC9?(2_EG9S*:LD.GD#,AVENIDA FERNANDO GUILHON,4600,67200000,CENTRO,MARITUBA,PA,"-1,3672624","-48,3280213"
"O`##FVQ-_'[/JQI=W:YZR!",LOCALIDADE ALMEDA MOLINA,SN,78015285,VARZEA GRANDE,CUIABA,MT,"-15,6014109","-56,0978917"
"NA3/4:B=FIN/""BT;W&I""I&",RUA QUINTINO BOCAIUVA,512,38400108,CENTRO,UBERLANDIA,MG,"-18,9175987","-48,275669"
"KR)X1_8OBU8[N+,5@MZ""L/",RUA CORNELIO JOSE PEREIRA,262,24742330,ALMERINDA,SAO GONCALO,RJ,"-22,8421564","-43,0020084"
LQ^?NC*08?%0)HN5?%5G\.,RODOVIA BR 101,0,89245000,ITAPOCU,ARAQUARI,SC,"-26,3703229","-48,7232105"
"PQU]435G\JO<PO\FBG.""Y/",RUA PRINCESA MARIA AMELIA,560,09771120,NOVA PETROPOLIS,SAO BERNARDO DO CAMPO,SP,"-23,7066929","-46,546192"
"L'SJ=5BU+IK?SS:DIDN4Y,",SQS,SN,70296000,PLANO PILOTO,BRASILIA,DF,"-15,8183395","-47,8940017"
"GCED@R8;?""C""VI9<ZV*+[/",AVENIDA PALMAS,2542,77645000,CENTRO,LAJEADO,TO,"-9,7503704","-48,3569109"
K#Z5#Z%\#B-V0!Z5>$_0#),RUA CAPITAO BENEDITO L BRAGANCA,113,27253510,SAO GERALDO,VOLTA REDONDA,RJ,"-22,5127045","-44,0860529"
A7#LFO/86>4\UCV52_<+:*,RODOVIA AL 101,0,57036540,RIACHO DOCE,MACEIO,AL,"-9,592761","-35,6735845"
"P3NNTP50%;4?(7KXD0(D'+",AVENIDA INDEPENDENCIA,1010,90035072,INDEPENDENCIA,PORTO ALEGRE,RS,"-30,0290073","-51,2109416"
"J?,F,DRV2[J^A`>'5&-G/#",RUA FERREIRA BRITO,38,48400000,CENTRO,RIBEIRA DO POMBAL,BA,"-10,8392446","-38,5347833"
"K99$\9'+.J+CZU46GPT%Y$",RUA DAS ORQUIDEAS,190,78890000,BELA VISTA,SORRISO,MT,"-12,5377318","-55,7324214"
B5CQ=AJ3%4F#%Q9S<?_V1+,RUA GUARARAPES,1909,04561004,BROOKLIN PAULISTA,SAO PAULO,SP,"-23,6030172","-46,69353"
KIV?K+P%Y]E:+6ULOS312.,RUA JESUINO ARRUDA,644,04532082,ITAIM BIBI,SAO PAULO,SP,"-23,5826041","-46,6766381"
