chave_fato,flag_matriz,dt_abertura,nm_razao_social,cd_natureza_juridica,de_natureza_juridica,nm_logradouro,nu_logradouro,cd_cep,nm_bairro,nm_municipio,sg_uf,de_situacao,de_classif_natureza_juridica,vl_latitude,vl_longitude,qt_filial,de_saude_tributaria,de_nivel_atividade,registro_antt,flag_optante_simples,flag_optante_simei
7916003000380,NÃƒO,11/21/2007,CARLOS ELIAS THOME SPELTZ,4120,PRODUTOR RURAL PESSOA FISICA,SITIO SAO GERALDO,SN,14350000,ZONA RURAL,ALTINOPOLIS,SP,ATIVA,PRIVADO,"-21,0227981","-47,3742385",,VERDE,MEDIA,NÃƒO,NÃƒO,NÃƒO
8339361000330,NÃƒO,8/19/2008,FERNANDO FERREIRA DE CASTILHO,4120,PRODUTOR RURAL PESSOA FISICA,SITIO SAO SEBASTIAO,SN,19640000,AGUA DA VALA,IEPE,SP,ATIVA,PRIVADO,"-22,6606401","-51,0783604",,VERDE,MEDIA,NÃƒO,NÃƒO,NÃƒO
50132810000170,SIM,6/9/1982,IGREJA PRESBITERIANA DE MAUA,3999,ASSOCIACAO PRIVADA,RUA ALMIRANTE TAMANDARE,87,09310350,CENTRO,MAUA,SP,ATIVA,PRIVADO,"-23,6668851","-46,4527309",,AZUL,ALTA,NÃƒO,NÃƒO,NÃƒO
8193737000260,NÃƒO,8/13/2007,OSVALTE RAQUIELLI E OUTROS,4120,PRODUTOR RURAL PESSOA FISICA,SITIO TRES IRMAOS II,SN,15650000,CENTRO,ESTRELA D OESTE,SP,ATIVA,PRIVADO,"-20,2866742","-50,400972",,VERDE,MEDIA,NÃƒO,NÃƒO,NÃƒO
91669242000390,NÃƒO,4/19/1982,CALCADOS JACOB SA,2054,SOCIEDADE ANONIMA FECHADA,RUA LUIZ DE BRITO,90,93415070,OURO BRANCO,NOVO HAMBURGO,RS,BAIXADA,PRIVADO,"-29,7061915","-51,1307695",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
13698318000130,SIM,5/16/2011,ADRIANA LOPES DA SILVA TRANSPORTES ME,2135,EMPRESARIO INDIVIDUAL,RUA JUQUITIBA,30A,07196040,VILA FLORIDA,GUARULHOS,SP,ATIVA,PRIVADO,"-23,4548428","-46,5120973",,AZUL,MEDIA,NÃƒO,SIM,NÃƒO
2112772000140,SIM,9/18/1997,QUINEL SUCOS E EMBALAGENS LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,RUA SILVERIO FINAMORE,1000,13290000,LEITOES,LOUVEIRA,SP,ATIVA,PRIVADO,"-23,0926579","-46,9487659",2.0,LARANJA,MEDIA,NÃƒO,NÃƒO,NÃƒO
5033703000130,SIM,4/26/2002,SUELI FRANCO VIDEOLOCADORA ME,2135,EMPRESARIO INDIVIDUAL,AVENIDA FRANCISCO FERREIRA LOPES,2789,08740000,BRAS CUBAS,MOGI DAS CRUZES,SP,ATIVA,PRIVADO,"-23,5381435","-46,2252441",,LARANJA,BAIXA,NÃƒO,NÃƒO,NÃƒO
12608073000140,SIM,9/17/2010,EDUARDO SOARES DEVENS ME,2135,EMPRESARIO INDIVIDUAL,RUA MARECHAL DEODORO,405,96020220,CENTRO,PELOTAS,RS,BAIXADA,PRIVADO,"-31,772951","-52,3468868",,AZUL,INATIVA,NÃƒO,NÃƒO,NÃƒO
13487612000100,SIM,4/7/2011,CARDOSO E MACHADO BIJUTERIAS LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,RUA P 025,SN,74550010,SETOR CENTRO OESTE,GOIANIA,GO,ATIVA,PRIVADO,"-16,6440841","-49,2888522",,AMARELO,MEDIA,NÃƒO,NÃƒO,NÃƒO
26085803000180,SIM,9/22/1989,CONSERVADORA CAIO LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,AVENIDA DANTE BRUNO,,36880000,DORNELAS,MURIAE,MG,ATIVA,PRIVADO,"-21,1295184","-42,3900074",,LARANJA,MEDIA,NÃƒO,SIM,NÃƒO
15756999000170,SIM,4/23/2012,SNK TRANSPORTES EXPRESSO LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,RUA ALVARO RODRIGUES DO PRADO,8,05869180,JARDIM SAO JOSE,SAO PAULO,SP,ATIVA,PRIVADO,"-23,6772644","-46,7700343",,VERDE,ALTA,NÃƒO,SIM,NÃƒO
3455698000390,NÃƒO,5/23/1988,AGRO PECUARIA COFRE DE OURO LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,AVENIDA MUNICIPAL,SN,79610200,DISTRITO INDUSTRIAL,TRES LAGOAS,MS,ATIVA,PRIVADO,"-20,7881689","-51,7030483",,AMARELO,MEDIA,NÃƒO,NÃƒO,NÃƒO
5568312000110,SIM,3/7/2003,FLG TRANSPORTES RODOVIARIOS EPP LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,RUA DOMINGOS GARBIN,131,95190000,CENTRO,SAO MARCOS,RS,ATIVA,PRIVADO,"-28,9712129","-51,0566546",,VERDE,ALTA,NÃƒO,SIM,NÃƒO
9538394000100,SIM,5/9/2008,CONECTA COM LAN HOUSE LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,RUA SIDNEY COELHO NOGUEIRA,782,79130000,CENTRO,RIO BRILHANTE,MS,ATIVA,PRIVADO,"-21,8053637","-54,5394155",,AZUL,MEDIA,NÃƒO,NÃƒO,NÃƒO
8887222000180,SIM,5/4/2007,M R DOS S MARTINS ME,2135,EMPRESARIO INDIVIDUAL,RUA GOIAS,1148,68920000,CENTRO,LARANJAL DO JARI,AP,ATIVA,PRIVADO,"-0,8323593","-52,4103959",,AMARELO,MEDIA,NÃƒO,SIM,NÃƒO
7742768000180,SIM,8/30/2005,LINCOLN VEICULOS DE MERITI LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,AVENIDA PRESIDENTE LINCOLN,120,25555201,JARDIM MERITI,SAO JOAO DE MERITI,RJ,ATIVA,PRIVADO,"-22,7812461","-43,3741819",,AMARELO,BAIXA,NÃƒO,NÃƒO,NÃƒO
64530777000140,SIM,9/14/1990,AGROMALE AGRO PECUARIA LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,FAZENDA PINGO DE OURO,SN,15300000,ZONA RURAL,GENERAL SALGADO,SP,ATIVA,PRIVADO,"-20,6445174","-50,3637524",3.0,AZUL,ALTA,NÃƒO,NÃƒO,NÃƒO
85290518000160,SIM,4/15/1992,SOLETTI & DALMEDICO LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,RUA CONSELHEIRO MAFRA,635,89500000,CENTRO,CACADOR,SC,ATIVA,PRIVADO,"-26,7744532","-51,008888",,LARANJA,BAIXA,NÃƒO,NÃƒO,NÃƒO
1809513000100,SIM,1/28/1997,POUSADA ESTACAO DAS AGUAS LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,AVENIDA PRESIDENTE CASTELO BRANCO,743,36325000,CEZAR DE PINA,TIRADENTES,MG,ATIVA,PRIVADO,"-21,1113076","-44,1685087",,VERDE,ALTA,NÃƒO,SIM,NÃƒO
12645185000170,SIM,8/31/2010,2 D S PRODUCOES E EVENTOS LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,RUA AUGUSTO LIPPEL,1812,18048130,PARQUE CAMPOLIM,SOROCABA,SP,ATIVA,PRIVADO,"-23,5062288","-47,4559099",,VERDE,MEDIA,NÃƒO,SIM,NÃƒO
15431690000100,SIM,4/26/2012,LUIZ BARROS MOURA MEI,2135,EMPRESARIO INDIVIDUAL,RUA SAO CRISTOVAO,200,69033420,SAO JORGE,MANAUS,AM,ATIVA,PRIVADO,"-3,1118348","-60,0335759",,AMARELO,MEDIA,NÃƒO,SIM,SIM
88945985000330,NÃƒO,7/18/1994,ASSOCIACAO CARITATIVA E BENEFICENTE A EDUCADORA,3999,ASSOCIACAO PRIVADA,AVENIDA SEIS DE JULHO,22,96490000,CENTRO,PIRATINI,RS,ATIVA,PRIVADO,"-31,4490107","-53,1068147",,VERDE,ALTA,NÃƒO,NÃƒO,NÃƒO
68871011000180,SIM,9/23/1992,KINETIC INDUSTRIA E COM DE PRODS ELETRO ELETRON LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,AVENIDA GALEAO COUTINHO,1167,11365000,PARQUE SAO VICENTE,SAO VICENTE,SP,ATIVA,PRIVADO,"-23,9412992","-46,393133",,LARANJA,MEDIA,NÃƒO,NÃƒO,NÃƒO
97192611000110,SIM,12/1/1969,CASA ADAM COMERCIO DO VESTUARIO EPP LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,RUA MARECHAL FLORIANO PEIXOTO,455,95760000,,SAO SEBASTIAO DO CAI,RS,ATIVA,PRIVADO,"-29,5896506","-51,3760843",,VERDE,ALTA,NÃƒO,SIM,NÃƒO
1135902000360,NÃƒO,12/13/2000,A F COMERCIO E SERVICOS TECNICOS LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,AVENIDA VISCONDE DE SOUZA FRANCO,776,66053000,REDUTO,BELEM,PA,BAIXADA,PRIVADO,"-1,4463359","-48,4898232",,VERMELHO,INATIVA,NÃƒO,NÃƒO,NÃƒO
12587178000160,SIM,9/24/2010,MAYARA ALMEIDA LOURES DE OLIVEIRA ME,2135,EMPRESARIO INDIVIDUAL,RUA 8,,75370000,DELTA,GOIANIRA,GO,BAIXADA,PRIVADO,"-16,5056342","-49,4202072",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
16918858000170,SIM,9/27/2012,P R SILVA DE MORAES ME,2135,EMPRESARIO INDIVIDUAL,AVENIDA BARTOLOMEU DE GUSMAO,558,68005400,SANTA CLARA,SANTAREM,PA,ATIVA,PRIVADO,"-2,4314958","-54,7180153",,AZUL,ALTA,NÃƒO,NÃƒO,NÃƒO
14554347000190,SIM,10/31/2011,CENTRO MUNICIPAL DE EDUCACAO INFANTIL ESTRELA GUIA,3999,ASSOCIACAO PRIVADA,RUA ROMEIRA,SN,85460000,BOM PASTOR,QUEDAS DO IGUACU,PR,ATIVA,PRIVADO,"-25,4451039","-52,9144584",,VERDE,MEDIA,NÃƒO,NÃƒO,NÃƒO
15013188000180,SIM,1/12/1981,LAICE DA SILVA PEREIRA ME,2135,EMPRESARIO INDIVIDUAL,PRACA MOREIRA CABRAL,48,78020010,CENTRO SUL,CUIABA,MT,ATIVA,PRIVADO,"-15,6002001","-56,1016556",,VERDE,ALTA,NÃƒO,SIM,NÃƒO
15878010000100,SIM,7/14/1987,ALISSIO DIOGO CORREIA ME,2135,EMPRESARIO INDIVIDUAL,RUA JOSE BONIFACIO,92,76970000,CENTRO,PIMENTA BUENO,RO,ATIVA,PRIVADO,"-11,6874291","-61,171546",,LARANJA,MEDIA,NÃƒO,NÃƒO,NÃƒO
25153552000160,SIM,6/27/1988,KATIA MARIA OLIVEIRA VAROTTO ME,2135,EMPRESARIO INDIVIDUAL,RUA ALCEBIADES VALENTE,2,36680000,CENTRO,SAO JOAO NEPOMUCENO,MG,ATIVA,PRIVADO,"-21,5370107","-43,0145334",,LARANJA,MEDIA,NÃƒO,NÃƒO,NÃƒO
25624784000230,NÃƒO,1/30/1992,PREDOMINANTE CALCADOS LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,RUA MARECHAL FLORIANO,1328,35010141,CENTRO,GOVERNADOR VALADARES,MG,BAIXADA,PRIVADO,"-18,8602872","-41,9485925",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
11536367000140,SIM,2/10/2010,JOEL VITORIA DOS SANTOS ME,2135,EMPRESARIO INDIVIDUAL,RUA CASTRO ALVES,34,42800430,CENTRO,CAMACARI,BA,ATIVA,PRIVADO,"-12,7031136","-38,3220425",,AZUL,ALTA,NÃƒO,SIM,NÃƒO
90368747000190,SIM,8/20/1985,SERGIO LUIS FONSECA ME,2135,EMPRESARIO INDIVIDUAL,RUA VELOCINO RODRIGUES,71,95058430,JARDIM DAS HORTENCIAS,CAXIAS DO SUL,RS,ATIVA,PRIVADO,"-29,1356148","-51,1176605",,AZUL,MEDIA,NÃƒO,SIM,NÃƒO
43293729002150,NÃƒO,10/2/2006,PALAZZO DISTRIBUIDORA DE VEICULOS E PECAS LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,RUA PEDRA DO BAU,36,02931010,PIRITUBA,SAO PAULO,SP,ATIVA,PRIVADO,"-23,4965536","-46,7085929",,VERDE,MEDIA,NÃƒO,NÃƒO,NÃƒO
41213448000170,SIM,8/1/1993,J MIGUEL ME,2135,EMPRESARIO INDIVIDUAL,LOCALIDADE MERCADO PUBLICO BOX,12,58135000,CENTRO,ESPERANCA,PB,ATIVA,PRIVADO,"-7,0204985","-35,8574436",,AMARELO,MEDIA,NÃƒO,NÃƒO,NÃƒO
97520865000110,SIM,6/3/2011,AILTON JOSE NUNES ME,2135,EMPRESARIO INDIVIDUAL,AVENIDA ALEXANDRE DE MORAIS,1288,74840300,PARQUE AMAZONIA,GOIANIA,GO,ATIVA,PRIVADO,"-16,7371863","-49,270998",,AMARELO,MEDIA,NÃƒO,NÃƒO,NÃƒO
2715039000110,SIM,9/4/1998,MARILDA NUNES DE CAMARGO ZAMBONI EPP,2135,EMPRESARIO INDIVIDUAL,AVENIDA 6,142,13500430,CENTRO,RIO CLARO,SP,ATIVA,PRIVADO,"-22,4070898","-47,5603901",,VERDE,ALTA,NÃƒO,SIM,NÃƒO
11985729000180,SIM,5/21/2010,DROGARIA DROGAFUJI LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,QNO 2 CONJUNTO A,,72250201,CEILANDIA,BRASILIA,DF,ATIVA,PRIVADO,"-15,801519","-47,860297",1.0,VERDE,ALTA,NÃƒO,NÃƒO,NÃƒO
8195571000130,SIM,7/5/2006,ASSOCIACAO RECREATIVA RECANTO DO TAMBURI,3999,ASSOCIACAO PRIVADA,RODOVIA GERALDINA BEZERRA DE FREITAS,SN,15580000,CORREGO PADUA DINIZ,MIRA ESTRELA,SP,ATIVA,PRIVADO,"-19,9800567","-50,137271",,VERDE,ALTA,NÃƒO,NÃƒO,NÃƒO
5746625000110,SIM,4/23/2003,UNIAO DOS MOVIMENTOS DE MORADIA DO TOCANTINS UMM TO,3999,ASSOCIACAO PRIVADA,RUA BURITI,6,77300000,SETOR SANTA LUZIA,DIANOPOLIS,TO,ATIVA,PRIVADO,"-11,7","-46,75",,VERDE,ALTA,NÃƒO,NÃƒO,NÃƒO
66323734000110,SIM,8/2/1991,POSTO KOALA LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,RUA SANTO ANTONIO LTD,370,39725000,CENTRO,SANTA EFIGENIA DE MINAS,MG,ATIVA,PRIVADO,"-18,8239425","-42,4392295",,AZUL,ALTA,NÃƒO,NÃƒO,NÃƒO
15441617000110,SIM,9/29/2011,PARTIDO DA REPUBLICA COMISSAO PROVISORIA MARIBONDO,3271,ORGAO DE DIRECAO LOCAL DE PARTIDO POLITICO,AVENIDA ALAGOAS,36,57670000,CENTRO,MARIBONDO,AL,ATIVA,PUBLICO,"-9,5749002","-36,3026768",,AMARELO,MEDIA,NÃƒO,NÃƒO,NÃƒO
14368359000120,SIM,8/15/2011,AAPISEL ASSOCIACAO DOS APICULTORES DE SELVIRIA MS,3999,ASSOCIACAO PRIVADA,RUA VEREADOR JOSE ALEXANDRE TRINDADE,269,79590000,CENTRO,SELVIRIA,MS,ATIVA,PRIVADO,"-20,3695809","-51,4191192",,AMARELO,MEDIA,NÃƒO,NÃƒO,NÃƒO
14587797000180,SIM,10/22/2011,AUTO POSTO INFINITY LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,AVENIDA JORGE LAGE MOURA,,72851010,JARDIM DO INGA GLEBA B,LUZIANIA,GO,ATIVA,PRIVADO,"-16,138918","-47,9493759",,AZUL,ALTA,NÃƒO,NÃƒO,NÃƒO
14297607000190,SIM,9/5/2011,GUILHERME HENRIQUE DESANTI ME,2135,EMPRESARIO INDIVIDUAL,RUA EXPEDICIONARIO AMERICO SOARES ACEDO,79,12912260,JARDIM MARIA AUGUSTA,BRAGANCA PAULISTA,SP,ATIVA,PRIVADO,"-22,9465919","-46,5331289",,AZUL,MEDIA,NÃƒO,NÃƒO,NÃƒO
14375024000130,SIM,9/28/2011,MARCO ANTONIO DA SILVA MEI,2135,EMPRESARIO INDIVIDUAL,RUA MAJOR QUEDINHO,85,01050030,CENTRO,SAO PAULO,SP,ATIVA,PRIVADO,"-23,5487633","-46,6427078",,AMARELO,MEDIA,NÃƒO,SIM,SIM
14298063000180,SIM,9/15/2011,MARIANA FERREIRA DA SILVA MEI,2135,EMPRESARIO INDIVIDUAL,RUA BOM JESUS,80,39864000,MAIRINK,CARLOS CHAGAS,MG,ATIVA,PRIVADO,"-17,7061854","-40,765643",,AMARELO,MEDIA,NÃƒO,SIM,SIM
53291670000170,SIM,3/8/1984,RIBEIRO ALVES & MARQUES LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,RUA OSWALDO CRUZ,319,11045905,BOQUEIRAO,SANTOS,SP,BAIXADA,PRIVADO,"-23,9652112","-46,3211",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
65427049000170,SIM,1/30/1991,SACOLAO JARDIM MITUZI LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,RUA DOLORES ROMERO,29,06774170,PARQUE JACARANDA,TABOAO DA SERRA,SP,BAIXADA,PRIVADO,"-23,6078322","-46,7528802",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
42027516000170,SIM,9/15/1992,COMERCIAL DE VIDEO JOMAR LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,RUA CARDOSO DE OLIVEIRA,84,47100000,CENTRO,BARRA,BA,BAIXADA,PRIVADO,"-11,0927419","-43,142116",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
89178123000120,SIM,8/11/1977,EMPREITEIRA GUERRA LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,RUA RUI BARBOSA,220,91570280,LOMBA DO PINHEIRO,PORTO ALEGRE,RS,BAIXADA,PRIVADO,"-30,1184007","-51,1003027",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
81029654000140,SIM,3/15/1989,M C MENDONCA E CORREA CONFECCOES LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,RUA LUIZ CAROLI,219,88817530,VILA ISABEL,CRICIUMA,SC,BAIXADA,PRIVADO,"-28,6706034","-49,4235009",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
89773873000140,SIM,1/10/1984,PADARIA TARUMA LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,RUA VENANCIO AIRES,566,99500000,,CARAZINHO,RS,BAIXADA,PRIVADO,"-28,2873418","-52,7932611",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
80882368000160,SIM,11/22/1989,ASSOCIACAO DE MICROEMPRESAS DE CATANDUVAS,3999,ASSOCIACAO PRIVADA,AVENIDA PARANA,SN,85470000,CENTRO,CATANDUVAS,PR,BAIXADA,PRIVADO,"-25,2045869","-53,1536562",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
96211412000140,SIM,7/17/1967,IZIDRO DOS SANTOS MATOS,2135,EMPRESARIO INDIVIDUAL,AVENIDA BRASIL,469,98801590,BOA ESPERANCA,SANTO ANGELO,RS,BAIXADA,PRIVADO,"-28,3006242","-54,2753584",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
89509137000180,SIM,2/9/1978,PEDRO PAULO DA SILVA FAGUNDES,4014,EMPRESA INDIVIDUAL IMOBILIARIA,RUA BARAO DO CERRO LARGO,619,97543110,CENTRO,ALEGRETE,RS,BAIXADA,PRIVADO,"-29,7862481","-55,7915889",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
83405506000370,NÃƒO,8/15/1979,CACHOEIRINHA AGROPECUARIA LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,ESTRADA CHAPECO FACH DOS ROSA,SN,89804460,EFAPI,CHAPECO,SC,BAIXADA,PRIVADO,"-27,1009343","-52,615699",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
90157850000190,SIM,10/22/1984,CENTRO DE ESTUDOS E CULTURA DO HOSPITAL IPIRANGA,3999,ASSOCIACAO PRIVADA,RUA VICENTE DA FONTOURA,1470,90640002,RIO BRANCO,PORTO ALEGRE,RS,BAIXADA,PRIVADO,"-30,0475888","-51,1999029",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
96856612000150,SIM,3/7/1994,MARCIA BRADAO DE FREITAS,2135,EMPRESARIO INDIVIDUAL,RUA LINDFOLFO COLOR,660,45650780,MALHADO,ILHEUS,BA,BAIXADA,PRIVADO,"-14,7864049","-39,0464169",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
83868067000170,SIM,4/16/1980,ZELIO DOS SANTOS,2135,EMPRESARIO INDIVIDUAL,RUA CAPITAO AUGUSTO VIDAL,3610,88131050,CENTRO,PALHOCA,SC,BAIXADA,PRIVADO,"-27,651979","-48,6705562",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
23787625000140,SIM,11/3/1987,SO REFEICOES LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,AVENIDA DOUTOR CRISTIANO GUIMARAES,72,31720300,PLANALTO,BELO HORIZONTE,MG,BAIXADA,PRIVADO,"-19,8223645","-43,952408",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
22505036000160,SIM,11/5/1986,FLOYD BOUTIQUE LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,RUA GAMA CRUZ,266,37701411,VILA CRUZ,POCOS DE CALDAS,MG,BAIXADA,PRIVADO,"-21,7823856","-46,5864607",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
22776868000110,SIM,10/27/1987,A AUGUSTO DE ANDRADE,2135,EMPRESARIO INDIVIDUAL,RUA SALDANHA MARINHO,603,69010040,CENTRO,MANAUS,AM,ATIVA,PRIVADO,"-3,1327545","-60,022961",,VERMELHO,MEDIA,NÃƒO,NÃƒO,NÃƒO
27056910061010,NÃƒO,2/7/2001,IGREJA CRISTA MARANATA,3220,ORGANIZACAO RELIGIOSA,AVENIDA JUDITH LEAO CASTELO RIBEIRO,654,29090630,JARDIM CAMBURI,VITORIA,ES,BAIXADA,PRIVADO,"-20,2493455","-40,2689553",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
61880332000100,SIM,6/25/1991,PAULO SERGIO TAVARES,4014,EMPRESA INDIVIDUAL IMOBILIARIA,AVENIDA HEITOR VILLA LOBOS,1850,12245280,JARDIM SAO DIMAS,SAO JOSE DOS CAMPOS,SP,BAIXADA,PRIVADO,"-23,2047602","-45,8887523",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
53726568000150,SIM,8/16/1984,TERESINHA COSTA AKI,2135,EMPRESARIO INDIVIDUAL,RUA JORGE TIBIRICA,1575,13830970,CENTRO,SANTO ANTONIO DE POSSE,SP,BAIXADA,PRIVADO,"-22,6050923","-46,9117281",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
60110939000130,SIM,11/16/1989,M C REPRESENTACOES LTDA SC,4014,EMPRESA INDIVIDUAL IMOBILIARIA,RUA VISCONDE DO RIO BRANCO,1274,18044000,VILA JARDINI,SOROCABA,SP,BAIXADA,PRIVADO,"-23,5148305","-47,4743864",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
52929718000160,SIM,9/30/1983,BONFIM MATERIAIS CONTRA INCENDIO LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,RUA VIRAJUBA,67,02847085,BRASILANDIA,SAO PAULO,SP,BAIXADA,PRIVADO,"-23,4679043","-46,6890707",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
51014991000100,SIM,8/26/1982,FERREIRA & BERTI LTDA,2135,EMPRESARIO INDIVIDUAL,RUA DOUTOR PARMENIO RAMOS,385,14030549,BONFIM PAULISTA,RIBEIRAO PRETO,SP,BAIXADA,PRIVADO,"-21,2636196","-47,8142624",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
72936842000160,SIM,12/31/1965,MASSAO WARIZAYA,2135,EMPRESARIO INDIVIDUAL,RUA GABRIEL CUSTODIO,955,14740000,,VIRADOURO,SP,BAIXADA,PRIVADO,"-20,8721162","-48,295381",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
77548402000150,SIM,3/1/1978,OSVALDO FERREIRA ALIMENTICIOS,2135,EMPRESARIO INDIVIDUAL,ESTRADA URU,SN,87560000,,IPORA,PR,BAIXADA,PRIVADO,"-24,0022976","-53,7085632",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
75708842000100,SIM,3/14/1974,REDOGELO FRANCISCO SCHILIPACK,2135,EMPRESARIO INDIVIDUAL,AVENIDA SENADOR SALGADO FILHO,4170,81570000,UBERABA,CURITIBA,PR,BAIXADA,PRIVADO,"-25,4791366","-49,2254907",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
69036531000130,SIM,11/5/1992,ANTONIO PEREIRA DA SILVA PIZZARIA,2135,EMPRESARIO INDIVIDUAL,AVENIDA PROFESSOR ALFONSO BOVERO,800,05019010,PERDIZES,SAO PAULO,SP,BAIXADA,PRIVADO,"-23,5389762","-46,6835292",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
79485785000190,SIM,7/29/1986,RAIMUNDO OSMAR DE OLIVEIRA,2135,EMPRESARIO INDIVIDUAL,RUA ELEUTERIO MAIA,315,89211595,GUANABARA,JOINVILLE,SC,BAIXADA,PRIVADO,"-26,3278846","-48,8282923",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
33009911034700,NÃƒO,10/4/2001,SOUZA CRUZ LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,PASSO DO VALO SITIO DOS VALERIOS,SN,83880000,SITIO DOS VALERIOS,RIO NEGRO,PR,BAIXADA,PRIVADO,"-26,086847","-49,7798281",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
47547088000120,SIM,11/12/1981,MARIA EMILIA CARNEIRO SENHORINI,2135,EMPRESARIO INDIVIDUAL,RUA PONTA PORA,208,05058000,VILA IPOJUCA,SAO PAULO,SP,BAIXADA,PRIVADO,"-23,5285579","-46,7068778",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
49355175000100,SIM,8/17/1977,BAZAR RENDAVID LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,RUA CARDEAL ARCOVERDE,1530,05408001,PINHEIROS,SAO PAULO,SP,BAIXADA,PRIVADO,"-23,560385","-46,6863859",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
38049185000100,SIM,11/23/1993,OPTICA ALTERNALTIVA COMERCIO DE OCULOS LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,LOCALIDADE AREA ESP,20,70000000,GAMA,BRASILIA,DF,BAIXADA,PRIVADO,"-15,7942287","-47,8821658",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
44444297000150,SIM,11/13/1974,TERCIMO NEGRINI FILHO LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,AVENIDA RUI BARBOSA,524,16300000,CENTRO,PENAPOLIS,SP,BAIXADA,PRIVADO,"-21,4174345","-50,0775221",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
47323696000150,SIM,2/3/1976,ARLINDO BORO MICROEMPRESA ME,2135,EMPRESARIO INDIVIDUAL,RUA DOIS,31,08473020,JARDIM IGUATEMI,SAO PAULO,SP,BAIXADA,PRIVADO,"-23,5847547","-46,4017557",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
48654438000110,SIM,7/27/1977,J R V BRANDO & CIA LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,PRACA RIO BRANCO,13,13990000,CENTRO,ESPIRITO SANTO DO PINHAL,SP,BAIXADA,PRIVADO,"-22,195909","-46,745045",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
