sk_cnae,cnpj_cnae,cod_ordem,cod_ramo,desc_ramo,chave_cnae
CCDNN0DM]0S-DC-BPE7Z(&,10920681000160,2,6110899,OUTRAS ATIVIDADES DE PRESTACAO DE SERVICOS DE INFORMACAO NAO ESPECIFICADAS ANTERIORMENTE,61
"BP]66'@N??SA1E9U>FX\<(",05392393000140,2,4322303,"INSTALACOES HIDRAULICAS, SANITARIAS E DE GAS",43
K!O;Y>&N-$V_CD[^8Y?V]$,83305235005340,2,4711302,COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO NAO ESPECIFICADOS ANTERIORMENTE,47
"EM""A"".0=PT<;+--IZH[R9#",40582355000150,2,7990200,SERVICOS DE RESERVAS E OUTROS SERVICOS DE TURISMO NAO ESPECIFICADOS ANTERIORMENTE,79
D=.E.R;3BW;O=G.;0TZ`N0,11141901000110,2,4781400,COMERCIO VAREJISTA DE ARTIGOS DE VIAGEM,47
E9Z.IQ\_Q=(0K)`>9(W.:-,04665975000190,2,4633801,COMERCIO ATACADISTA DE MATERIASPRIMAS AGRICOLAS COM ATIVIDADE DE FRACIONAMENTO E ACONDICIONAMENTO ASSOCIADA,46
"G2X0>NY+_J^_W1&8N5\*I""",15213152000140,2,4781400,COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE,47
"J_/*8;/M\'&KFWP1B$?XB/",11528387000170,2,9499500,ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS LIGADAS A CULTURA E A ARTE,94
A08@6?C.6C[=DVOX7\)FU/,00837158000200,2,9603303,SERVICOS DE FUNERARIAS,96
"I7,X[7(LW`.$/8153AX\T.",00672715000190,2,4729699,COMERCIO VAREJISTA DE GAS LIQUEFEITO DE PETROLEO GLP,47
"CUSK0W=K]T""9R4&&UD]XY*",11167253000170,2,8230001,"SERVICOS DE ORGANIZACAO DE FEIRAS, CONGRESSOS, EXPOSICOES E FESTAS",82
A&?QCLIE5+TFD1=<1-;AS(,00163289000160,2,4520003,SERVICOS DE MANUTENCAO E REPARACAO ELETRICA DE VEICULOS AUTOMOTORES,45
"C)JYDC4U'HL.T%7@CX*OJ-",15456531000160,2,4789005,COMERCIO VAREJISTA DE PRODUTOS SANEANTES DOMISSANITARIOS,47
"BG+Y^]'^0LL/<YW`J==`;-",11381301000200,2,4922101,"TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS, COM ITINERARIO FIXO, INTERMUNICIPAL, EXCETO EM REGIAO METROPOLITANA",49
"IZD.XDV77W0:""HX`4,UT^""",97534052000180,2,7723300,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,77
PVR:;6OU#^G@#\V5=@6&R.,05603958000190,2,4929999,"TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS, SOB REGIME DE FRETAMENTO, MUNICIPAL",49
"P2^I\CA,<>""MSO>H8;[#Z-",14385517000150,2,4782201,"COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL",47
"L+JJB)Q@9%X""H2M`?:8-P0",86958808000100,2,8599604,TREINAMENTO EM INFORMATICA,85
"MA""_8-W6SY-(TYDC2\<,M!",08191062000130,2,8211300,SERVICOS COMBINADOS DE ESCRITORIO E APOIO ADMINISTRATIVO,82
HEZM8+5U>K=\XR2/<T_DK0,13048554000100,2,9512600,REPARACAO E MANUTENCAO DE EQUIPAMENTOS DE COMUNICACAO,95
"PB&/""=WO6@#K=PB'<M=\<$",10325227000160,2,4520005,ESTACIONAMENTO DE VEICULOS,45
O:M0O[W66_CX6S&=?_)T$#,01367677000630,2,4723700,COMERCIO VAREJISTA DE COMBUSTIVEIS PARA VEICULOS AUTOMOTORES,47
"IZ*""\P[&&6Q(`/U=,J)34(",15471036000120,2,9521500,REPARACAO E MANUTENCAO DE EQUIPAMENTOS ELETROELETRONICOS DE USO PESSOAL E DOMESTICO,95
"H5""=I4,""S+DRV3^?SNJDS,",13298063000460,2,4541205,COMERCIO A VAREJO DE PECAS E ACESSORIOS PARA MOTOCICLETAS E MOTONETAS,45
"C7HSU]E=FZ],U9PA>K'6M%",48606321000160,2,7490105,OUTRAS ATIVIDADES DE PRESTACAO DE SERVICOS DE INFORMACAO NAO ESPECIFICADAS ANTERIORMENTE,74
"HE84B+\N4_Z'(IM2N7;UT/",79982948000140,2,5611202,COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE,56
N:B[#QE#^0;T#^L@?27W((,33845801000530,2,8513900,ENSINO FUNDAMENTAL,85
"O715+DW3ZA8C<;%=_@',S&",11918079000150,2,4744001,COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL,47
"E0'B'#MJ!U5VW&_2GUY1\+",05540187000130,2,4930201,"TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL",49
"E%KMBGNZS&8K<,A[K^@3P(",16953674000140,2,4789001,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,47
N/EBL!)N@.%>0AB7%!%46/,04741306000150,2,4299501,CONSTRUCAO DE INSTALACOES ESPORTIVAS E RECREATIVAS,42
"D+M&`+2\X(180C&C[]$V2'",12266312000120,2,4637199,COMERCIO ATACADISTA ESPECIALIZADO EM OUTROS PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE,46
I^XRCJ8=`D?:4F1SXT=KU.,08339554000120,2,151201,CULTIVO DE MILHO,1
"IJJX?&*N^]XZTWNC*>^3""$",03732578000120,2,4634699,COMERCIO ATACADISTA DE CARNES E DERIVADOS DE OUTROS ANIMAIS,46
"O[@4$N_!V#-""5,'GA;(\M!",01137127000110,2,9499500,ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS LIGADAS A CULTURA E A ARTE,94
"G\E/;0(S8K+)"".`PIK:F+$",07375484000100,2,4520003,SERVICOS DE MANUTENCAO E REPARACAO ELETRICA DE VEICULOS AUTOMOTORES,45
"P<D$BN4VJ,""J=<GUS9PO3*",14624667000170,2,7319003,MARKETING DIRETO,73
"DXX'VX$5LD_QAAJ[>5SUU&",12890944000160,2,4651601,"IMPRESSAO DE LIVROS, REVISTAS E OUTRAS PUBLICACOES PERIODICAS",46
HLR19:NG+*`L(1>S+(O9A*,07329351000190,2,7719599,COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES,77
"GTFDKAPE+=\97H+<EV3+:,",14617982000170,2,4712100,COMERCIO VAREJISTA DE ANIMAIS VIVOS E DE ARTIGOS E ALIMENTOS PARA ANIMAIS DE ESTIMACAO,47
"G[)82#CI89$P%4Y\-TQ-U'",15226105000130,2,4744003,COMERCIO VAREJISTA DE MATERIAIS HIDRAULICOS,47
"BLIEF>_KKKXFT%?,I)/_;*",15265022000150,2,4755502,"COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS",47
"C#2<YP3J/Y\M[)LRFT`:=,",16620764000110,2,4782201,"COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL",47
AGLQKLX=Q8\M24;ZK25C6/,15235945000160,2,7729202,ATIVIDADES DE SONORIZACAO E DE ILUMINACAO,77
"FT<;*OL%&C3,>""_3I#&UU-",08341163000220,2,133409,CULTIVO DE MARACUJA,1
"C'>DZ=>6T:&]`O:589>95""",10214417000100,2,4759899,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,47
"GHV""^;D:*K,=9C7,4EFJ;%",02495284000160,2,9499500,ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS LIGADAS A CULTURA E A ARTE,94
"M+YZ97'RG.7NS`E;FFX3V%",11561910000160,2,5229002,SERVICOS DE REBOQUE DE VEICULOS,52
"C[#H8T+&*62@_;@""@JT;D#",10970715000120,2,4541204,COMERCIO A VAREJO DE MOTOCICLETAS E MOTONETAS USADAS,45
"IO6`J,%+<W;%4107:+ICN0",01082379000270,2,8800600,OUTRAS ATIVIDADES DE ENSINO NAO ESPECIFICADAS ANTERIORMENTE,88
G=C2[O*DK:FX(NEK@D%(5*,07473735005060,2,4731800,COMERCIO VAREJISTA DE GAS LIQUEFEITO DE PETROLEO GLP,47
BOSDV=A@Q(+[;[U++52YR-,02574938000140,2,9499500,ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS LIGADAS A CULTURA E A ARTE,94
"L[SPVJ,C2`VQ>`*[9D+MT0",14003993000160,2,1093702,"FABRICACAO DE FRUTAS CRISTALIZADAS, BALAS E SEMELHANTES",10
"N)TQI^N=HNK0$69,!7\&>#",13503104000160,2,9602501,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,96
"C""*TBY%5L<KK=M4-1!""OW/",15649225000140,2,4642701,"CONFECCAO DE PECAS DE VESTUARIO, EXCETO ROUPAS INTIMAS E AS CONFECCIONADAS SOB MEDIDA",46
"CH)A0X-Y(-OA,_S_WL!,V#",14832530000100,2,5611202,"COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS",56
"M2,[WUC_B-""?\&7J)HP4F!",15386853000180,2,4330404,INSTALACAO E MANUTENCAO ELETRICA,43
L@ET?01G<+R]1P0*\V:]3.,13855869000160,2,4723700,"COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS",47
"C]#),@^@VM?F"";Z8+O;'>""",07663697000120,2,4744005,COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL,47
P&Q?;:*DE^K%3Z\ETB58R%,07637089000140,2,4789005,COMERCIO VAREJISTA DE PRODUTOS SANEANTES DOMISSANITARIOS,47
"BM'KLL_L7P%>.`T*?KBC0)",09068882000100,2,4637106,FABRICACAO DE SORVETES E OUTROS GELADOS COMESTIVEIS,46
"NXZ#P;7<I'(\%""8<JB!W""$",12772316000180,2,4329101,"INSTALACAO E MANUTENCAO DE SISTEMAS CENTRAIS DE AR CONDICIONADO, DE VENTILACAO E REFRIGERACAO",43
"PVR@73>)<1WN';N=JK\</!",08599806000150,2,4773300,"COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS, SEM MANIPULACAO DE FORMULAS",47
"C,GYH+BX,3:K''!HU#6L1&",10348127000230,2,4781400,COMERCIO VAREJISTA DE ARTIGOS ESPORTIVOS,47
"O=K3-"",I.$-""D5S]*(:WM!",00445343000160,2,7311400,"ATIVIDADES DE INTERMEDIACAO E AGENCIAMENTO DE SERVICOS E NEGOCIOS EM GERAL, EXCETO IMOBILIARIOS",73
"G)7O11?5[JM:+P+EF-3-9'",03057910000280,2,8630503,ATIVIDADE MEDICA AMBULATORIAL RESTRITA A CONSULTAS,86
"BN-GH<K-(H<K@8&8'5VKJ!",04633743000150,2,5611202,"EXPLORACAO DE JOGOS DE SINUCA, BILHAR E SIMILARES",56
E[13((0B.O>:\LZMEZ?N@(,13824213000180,2,9602502,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,96
M5[XC9M/%I*C_-I-H<`.I#,14454023000180,2,4761003,COMERCIO VAREJISTA DE ARTIGOS DE PAPELARIA,47
"P*0,MGCN]M[_^33M.*P1>/",16385025000190,2,4772500,COMERCIO VAREJISTA DE BRINQUEDOS E ARTIGOS RECREATIVOS,47
"L*C%<\.&B+BC_#@$(KRZ3""",08094020000180,2,8230001,"SERVICOS DE ORGANIZACAO DE FEIRAS, CONGRESSOS, EXPOSICOES E FESTAS",82
"DD$]2_F'):;^3#=C,X[.E&",15193094000130,2,5912099,ATIVIDADES DE SONORIZACAO E DE ILUMINACAO,59
G#OKJ;:_QH/J+N_#P+OK:/,14538753000160,2,4754703,COMERCIO VAREJISTA DE BEBIDAS,47
"LL:P<?3:-PO""(XA2+J&FP-",15200484000190,2,4330404,LIMPEZA EM PREDIOS E EM DOMICILIOS,43
PR2Q([\(Q_C\Q;*_$>QX$#,16516281000170,2,5611203,"LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES",56
"E>0H`B32*E&32Y'H,1=8X&",12566769000150,2,4530704,SERVICOS DE MANUTENCAO E REPARACAO MECANICA DE VEICULOS AUTOMOTORES,45
GBG6393LQ60>12T^&VI#$/,52848629000190,2,4773300,"COMERCIO ATACADISTA DE INSTRUMENTOS E MATERIAIS PARA USO MEDICO, CIRURGICO, HOSPITALAR E DE LABORATORIOS",47
"HPWLB7_E*=!\FRBOZY'<J$",12231859000190,2,5612100,SERVICOS AMBULANTES DE ALIMENTACAO,56
"EZ@$<@AS@3@AP$BW4"",`Q+",13040529000180,2,4330499,OBRAS DE ALVENARIA,43
"O%FBM=$M9+E!'`VK^#-Q#.",09009270000480,2,4763601,COMERCIO VAREJISTA DE BRINQUEDOS E ARTIGOS RECREATIVOS,47
"K!+6%*4G0MR::98JFR;%.,",15689511000130,2,9602502,"COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL",96
"G5/^JJ+I^XM$W'R<?C%K.!",06942389000170,2,4744099,SERVICOS DE PINTURA DE EDIFICIOS EM GERAL,47
"D:$)""^V<#$W1KY]Q=L&L-.",09473359000150,2,5611202,COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE,56
B?R2@+H1/F4V)P\IO39)8(,09456679000100,2,4744005,OUTRAS ATIVIDADES DE SERVICOS PRESTADOS PRINCIPALMENTE AS EMPRESAS NAO ESPECIFICADAS ANTERIORMENTE,47
IJTZ-I?_]RZ^!W37D(`%G+,10919431000100,2,5611203,"LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES",56
"MEU2AGN*KJY\F""11Y]#+9$",12980039000100,2,9001906,"SERVICOS DE INSTALACAO, MANUTENCAO E REPARACAO DE ACESSORIOS PARA VEICULOS AUTOMOTORES",90
L8V6/V!BD5OUEH.=O540T-,04653611000190,2,4721103,FABRICACAO DE PRODUTOS DE PADARIA E CONFEITARIA COM PREDOMINANCIA DE PRODUCAO PROPRIA,47
"H5=Y_EL-*+>--V<4,@WP3'",01380468000200,2,220903,CULTIVO DE CANADEACUCAR,2
"O@/L)7MH(=PH^]CA`CF$:'",05830988000210,2,4744004,"EXTRACAO DE AREIA, CASCALHO OU PEDREGULHO E BENEFICIAMENTO ASSOCIADO",47
"K7%K*IK%R5V/907@7YP,D&",07752564000120,2,4755501,COMERCIO VAREJISTA DE CALCADOS,47
"IU(L""P((+1+,F0:O#=L1/$",23109903000100,2,9499500,ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS LIGADAS A CULTURA E A ARTE,94
"P""37\Y&=Q;CG;L.4`+HLW%",15329244000190,2,4789099,"RECUPERACAO DE MATERIAIS METALICOS, EXCETO ALUMINIO",47
II+F8A\Q1@GR\)H<`$+V<+,08668917000170,2,8111700,"SERVICOS COMBINADOS PARA APOIO A EDIFICIOS, EXCETO CONDOMINIOS PREDIAIS",81
A1@D5*.%)7A_\-<A[N(LF%,15484791000140,2,4789004,COMERCIO VAREJISTA DE MEDICAMENTOS VETERINARIOS,47
"MXHLPG_U#QM\%[P-.O//7'",90260985001230,2,4744001,COMERCIO VAREJISTA DE MOVEIS,47
"KPF];6IQ$E-U6;TX+,X6H/",12270686000110,2,4789001,"COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS",47
"L50>8D%'C^S6""`PO49G:R/",09375033000190,2,6920601,CONSTRUCAO DE EDIFICIOS,69
DZ=N^4;<<%I]]ZL7.A54`%,08550792000180,2,133404,CULTIVO DE LARANJA,1
"H:9>""ELFI&VRSCG`FHV?0$",11595165000170,2,4754701,COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO,47
"DC<=S+""X<Z#%)H%1BLC>-+",08560163000130,2,151201,"CRIACAO DE BOVINOS, EXCETO PARA CORTE E LEITE",1
"FX0A@`J5)'9L(R6N@\,H2)",13505411000180,2,8121400,LIMPEZA EM PREDIOS E EM DOMICILIOS,81
DT3T1:DU7DHW>.$<L9BU%(,13465132000130,2,3329501,"SERVICOS COMBINADOS PARA APOIO A EDIFICIOS, EXCETO CONDOMINIOS PREDIAIS",33
A(+@8^<8PPMD4C`P&$CK0#,11905702000130,2,4330404,OBRAS DE ALVENARIA,43
"P@@8^):!JW0I_K(N.Y0L^""",01638054000140,2,4781400,"CONFECCAO DE PECAS DE VESTUARIO, EXCETO ROUPAS INTIMAS E AS CONFECCIONADAS SOB MEDIDA",47
"D'E;*'L2S3HQVDJL2H'BQ%",07603672000130,2,4789005,COMERCIO VAREJISTA DE PRODUTOS SANEANTES DOMISSANITARIOS,47
"G>Q1KAN5`;-),26LO.TO7""",30741177000100,2,9499500,ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS LIGADAS A CULTURA E A ARTE,94
"NPX0KX#I?OYUTC4V9Y""C0$",11344137000180,2,9602502,"COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL",96
"FM$X9O[@>](1*2GH_(./""0",10905924000190,2,4541205,COMERCIO A VAREJO DE PECAS E ACESSORIOS PARA MOTOCICLETAS E MOTONETAS,45
LKSS.XO/8<.6!CH8/34^G+,15488432000160,2,4330404,"MANUTENCAO E REPARACAO DE TANQUES, RESERVATORIOS METALICOS E CALDEIRAS, EXCETO PARA VEICULOS",43
"N%6TP:DZ_V;;/,>F_:M,<!",07620830000160,2,4722902,PESCA DE PEIXES EM AGUA SALGADA,47
"KZRBNX.6RW':O-$9I2KGN)",14617605000130,2,7319002,PROMOCAO DE VENDAS,73
"F2(#D_9,5G,C`/.5;*3KJ%",42799429000130,2,7490105,OUTRAS ATIVIDADES DE PRESTACAO DE SERVICOS DE INFORMACAO NAO ESPECIFICADAS ANTERIORMENTE,74
"HDI/\XP4^+/JP.J8+V?GC,",08649546000180,2,4929904,"TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS, SOB REGIME DE FRETAMENTO, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL",49
"CU%L""L;8O&M=23OYGG<.`0",10357406000180,2,4299501,OBRAS DE TERRAPLENAGEM,42
"C2""A""E]09UF+,`7W/$<0,!",03361122000100,2,4541203,COMERCIO A VAREJO DE PECAS E ACESSORIOS PARA MOTOCICLETAS E MOTONETAS,45
"OM-HL:$Z?,8%&<H&8.$QS/",15710756000100,2,7729202,SERVICOS DE ALIMENTACAO PARA EVENTOS E RECEPCOES  BUFE,77
"A8-KHP[C_R.[P'L6+SN-G""",15698659000130,2,6462000,"TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS, COM ITINERARIO FIXO, MUNICIPAL",64
O0X34[*Z5*F@K-V@US&(!*,07723145000160,2,4789099,"SERVICOS DE INSTALACAO, MANUTENCAO E REPARACAO DE ACESSORIOS PARA VEICULOS AUTOMOTORES",47
C(\J^2$(>A&HR(3XL(?>30,13240386000150,2,4782202,"COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS",47
"NGF=#86C9HT_KL9,2D\LJ/",08090118000160,2,1411802,FACCAO DE ROUPAS INTIMAS,14
"L@IAR4.+[JZ:H!.<BXI7I'",05859065000100,2,9499500,ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS LIGADAS A CULTURA E A ARTE,94
CS`6>(/UD;7O&<[GM1NGW(,13043252000140,2,5829800,"FABRICACAO DE PRODUTOS DE PAPEL, CARTOLINA, PAPEL CARTAO E PAPELAO ONDULADO PARA USO COMERCIAL E DE ESCRITORIO, EXCETO FORMULARIO CONTINUO",58
"K05]$\MGLS>/_)<?0W!CY'",13693768000130,2,4732600,SERVICOS DE MANUTENCAO E REPARACAO MECANICA DE VEICULOS AUTOMOTORES,47
"NU9<LS.F9&A`*W""<%;]:`+",08231889000120,2,4789002,COMERCIO VAREJISTA DE OBJETOS DE ARTE,47
"I^D#HU>;:N/C4$&,V.?9>&",05333676000110,2,4731800,COMERCIO VAREJISTA DE COMBUSTIVEIS PARA VEICULOS AUTOMOTORES,47
"B]H04@5?""Y7SYH89""OS(-&",16672573000100,2,4663000,SERVICOS DE OPERACAO E FORNECIMENTO DE EQUIPAMENTOS PARA TRANSPORTE E ELEVACAO DE CARGAS E PESSOAS PARA USO EM OBRAS,46
"G/!4(.'H=$V?_4*""K7LX],",02428806000100,2,9499500,ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS LIGADAS A CULTURA E A ARTE,94
"N&SB'L$!+$8>(J$N;?0R=/",07385468000190,2,4784900,COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE,47
"I=H""#B!O6,?_$Z6)0CEZC(",12278275000170,2,7311400,PESQUISAS DE MERCADO E DE OPINIAO PUBLICA,73
"G]<[0!`;7LL?A!UFE;,M;-",68511856001560,2,4614100,MANUTENCAO E REPARACAO DE TRATORES AGRICOLAS,46
"O901CQ8+G<=F/J,[<-IO7.",15795787000100,2,2542000,OBRAS DE ALVENARIA,25
BQ9!C#ORLR)<IFM@>\`-7.,15616244000170,2,4753900,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,47
"M""@""I-$1'5C&$9GN]'P)T0",13094307000140,2,4789002,COMERCIO VAREJISTA DE HORTIFRUTIGRANJEIROS,47
"BB8J7F1""MGA?9WO_@6RHZ%",17004598000190,2,4782201,COMERCIO VAREJISTA DE CALCADOS,47
"A`]S95.2V*7,71TD?M'=1/",17020128000110,2,4789001,COMERCIO VAREJISTA DE CALCADOS,47
BNJ5)CUR7+*YR[726*B_3$,13991164000170,2,8299707,SALAS DE ACESSO A INTERNET,82
B0?=H]!@8Y]CCGI?^`N0M%,15140876000100,2,4781400,"CONFECCAO, SOB MEDIDA, DE PECAS DO VESTUARIO, EXCETO ROUPAS INTIMAS",47
"HK!&GP8F@:,B1D?F*1Y.U!",12101520000170,2,4781400,"COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS",47
"B,IYQR9I9[K""('W\'40H?&",15353806000130,2,4291000,"OBRAS PORTUARIAS, MARITIMAS E FLUVIAIS",42
"K3(INEF#-U&+O#&7$WJ1,)",07516811000270,2,4729699,FABRICACAO DE GELO COMUM,47
"D`1M*;:]#(<@&JN92M]H""+",08058512000200,2,4781400,COMERCIO VAREJISTA DE BRINQUEDOS E ARTIGOS RECREATIVOS,47
B#I#BZ-CB5H!79+]++A=$%,08358423000190,2,133404,"CULTIVO DE CITRICOS, EXCETO LARANJA",1
"JCD!/S'/#`=9/>V$?1PZD!",13768040000120,2,4781400,COMERCIO VAREJISTA DE ARTIGOS ESPORTIVOS,47
"DC!3?64DY81=,C,`O?.NF)",14020202000100,2,9602501,"COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL",96
G.372%E&!C07X2.[)S<S%*,13974085000150,2,4722902,FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA EMPRESAS,47
"MGX9M+MU"")08+!(#5[#=A&",13383101000130,2,7420001,COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE,74
"I[JD`/&1?UR'?+PPL/M&,&",12303099000180,2,8599604,TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL,85
"KDVB#^_1.!SMX0X7L8@,[+",11933515000160,2,9430800,ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS LIGADAS A CULTURA E A ARTE,94
"LT""V9?&Y<Y_ZUP9ZIEC(-0",11580889000140,2,5099899,"TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, MUNICIPAL",50
B30>R35:*59D_<<BI-A04*,07594860000140,2,4687703,"COMERCIO ATACADISTA DE RESIDUOS E SUCATAS NAOMETALICOS, EXCETO DE PAPEL E PAPELAO",46
"PK:A#CC""2?265-+3USML,'",90781568000180,2,9499500,ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS LIGADAS A CULTURA E A ARTE,94
"BKFQY7O)^@6ZQ/C=*&[C,.",16416829000100,2,6204000,DESENVOLVIMENTO E LICENCIAMENTO DE PROGRAMAS DE COMPUTADOR NAOCUSTOMIZAVEIS,62
K8IWBB[3I@H$G*NA_?YQL$,00324601000400,2,4520001,COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES,45
"PJ+NG@""Y&=AQ9SE^3CJ0J,",11467359000190,2,4313400,OBRAS DE TERRAPLENAGEM,43
"M,6&YA-H'OJC1\']1N:A@)",07692178000190,2,6810201,LOTEAMENTO DE IMOVEIS PROPRIOS,68
"ILQ:%>E\:'8^P_`;1#GU""0",14503187000150,2,4618499,"REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE MEDICAMENTOS, COSMETICOS E PRODUTOS DE PERFUMARIA",46
"OGQZ2Z).A""DE0FE%#3/;+!",14529553000140,2,9511800,REPARACAO E MANUTENCAO DE COMPUTADORES E DE EQUIPAMENTOS PERIFERICOS,95
"HG'O:@F;0%TB<KM,#H@+P)",10722752000110,2,4721103,COMERCIO VAREJISTA DE LATICINIOS E FRIOS,47
"M?ET,D%<L4.5,J?>W8'A1%",16527512000140,2,4781400,"COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS",47
"E?'7&5I.3=^G%`[1O_40Z&",11556213000110,2,5612100,SERVICOS AMBULANTES DE ALIMENTACAO,56
"GI!U2`:+?WQ""-'UTZW)D.,",10396192000150,2,4930202,"CULTIVO DE CITRICOS, EXCETO LARANJA",49
"DF0;M7<G*T48E.X(^&,G9!",23967664000120,2,9499500,ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS LIGADAS A CULTURA E A ARTE,94
M?_[)-+=J88[JFAQ.(\D60,15456062000180,2,4329105,OBRAS DE ALVENARIA,43
"F22,A:,Y[8B)X^2X,66`V&",12063579000110,2,3101200,"DECORACAO, LAPIDACAO, GRAVACAO, VITRIFICACAO E OUTROS TRABALHOS EM CERAMICA, LOUCA, VIDRO E CRISTAL",31
LO%.Y+[T7KD5O91+A00\;#,10279641000180,2,7112000,OUTRAS ATIVIDADES DE RECREACAO E LAZER NAO ESPECIFICADAS ANTERIORMENTE,71
"H/PCE;%S2@J?9%G>T76K,%",01585429000150,2,4520007,"MANUTENCAO E REPARACAO DE APARELHOS E INSTRUMENTOS DE MEDIDA, TESTE E CONTROLE",45
"IVCPF6I#Y^<9ZY#.EV;&""+",05791728000100,2,9499500,ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS LIGADAS A CULTURA E A ARTE,94
"L;H;LV@ZKU2K'E,!XF]3,&",40330383000180,2,4520003,SERVICOS DE MANUTENCAO E REPARACAO ELETRICA DE VEICULOS AUTOMOTORES,45
"E!&N""""X;*I^5V""!U^>P!I""",08414033000270,2,4772500,"COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS, SEM MANIPULACAO DE FORMULAS",47
