sk_tempo,data,mes,ano
08/12/2003,08/12/2003,dez,2003
1/24/2001,1/24/2001,,
07/04/2012,07/04/2012,abr,2012
12/20/2010,12/20/2010,,
12/06/2007,12/06/2007,jun,2007
11/16/2006,11/16/2006,,
12/14/2006,12/14/2006,,
05/04/2007,05/04/2007,abr,2007
11/06/2007,11/06/2007,jun,2007
5/25/2005,5/25/2005,,
3/19/2007,3/19/2007,,
1/17/2008,1/17/2008,,
10/07/2005,10/07/2005,jul,2005
9/28/2011,9/28/2011,,
03/03/2010,03/03/2010,mar,2010
6/21/2004,6/21/2004,,
7/18/2011,7/18/2011,,
5/30/2011,5/30/2011,,
04/06/2004,04/06/2004,jun,2004
10/07/2009,10/07/2009,jul,2009
5/27/2002,5/27/2002,,
8/28/1995,8/28/1995,,
9/28/2007,9/28/2007,,
3/20/1995,3/20/1995,,
1/20/1997,1/20/1997,,
10/11/1994,10/11/1994,nov,1994
6/24/2003,6/24/2003,,
7/19/2011,7/19/2011,,
12/12/1979,12/12/1979,dez,1979
12/08/2011,12/08/2011,ago,2011
4/20/2012,4/20/2012,,
07/07/2010,07/07/2010,jul,2010
10/04/1984,10/04/1984,abr,1984
02/10/2011,02/10/2011,out,2011
05/09/1996,05/09/1996,set,1996
11/19/2002,11/19/2002,,
6/27/2011,6/27/2011,,
06/10/2011,06/10/2011,out,2011
06/05/2012,06/05/2012,mai,2012
03/12/2012,03/12/2012,dez,2012
1/20/2009,1/20/2009,,
11/25/2003,11/25/2003,,
04/11/2011,04/11/2011,nov,2011
10/21/2011,10/21/2011,,
8/28/1985,8/28/1985,,
03/02/2010,03/02/2010,fev,2010
02/08/1993,02/08/1993,ago,1993
07/04/2011,07/04/2011,abr,2011
1/13/1992,1/13/1992,,
3/14/1985,3/14/1985,,
9/19/1989,9/19/1989,,
12/14/1993,12/14/1993,,
7/18/2012,7/18/2012,,
9/28/2007,9/28/2007,,
03/12/1992,03/12/1992,dez,1992
07/09/1985,07/09/1985,set,1985
07/01/1992,07/01/1992,jan,1992
03/08/1990,03/08/1990,ago,1990
11/05/1993,11/05/1993,mai,1993
2/14/2012,2/14/2012,,
06/07/1990,06/07/1990,jul,1990
04/08/2003,04/08/2003,ago,2003
11/28/2005,11/28/2005,,
07/09/1993,07/09/1993,set,1993
04/05/2002,04/05/2002,mai,2002
10/19/1979,10/19/1979,,
3/19/2012,3/19/2012,,
12/23/2010,12/23/2010,,
04/09/2003,04/09/2003,set,2003
12/01/2009,12/01/2009,jan,2009
03/06/1979,03/06/1979,jun,1979
11/03/2003,11/03/2003,mar,2003
7/20/2000,7/20/2000,,
02/01/2010,02/01/2010,jan,2010
1/26/2006,1/26/2006,,
2/14/2010,2/14/2010,,
6/15/2010,6/15/2010,,
06/11/1985,06/11/1985,nov,1985
1/15/2002,1/15/2002,,
1/26/2009,1/26/2009,,
11/10/1977,11/10/1977,out,1977
7/23/1991,7/23/1991,,
3/31/1992,3/31/1992,,
6/15/1992,6/15/1992,,
05/07/2001,05/07/2001,jul,2001
11/18/1997,11/18/1997,,
08/09/2001,08/09/2001,set,2001
04/02/1993,04/02/1993,fev,1993
10/23/2006,10/23/2006,,
10/05/2009,10/05/2009,mai,2009
08/10/2000,08/10/2000,out,2000
05/12/1999,05/12/1999,dez,1999
7/13/2005,7/13/2005,,
3/23/2009,3/23/2009,,
02/05/2001,02/05/2001,mai,2001
3/17/1999,3/17/1999,,
3/21/1972,3/21/1972,,
4/22/1997,4/22/1997,,
06/06/2003,06/06/2003,jun,2003
8/18/2010,8/18/2010,,
06/05/2008,06/05/2008,mai,2008
01/01/1976,01/01/1976,jan,1976
1/20/1995,1/20/1995,,
03/06/1995,03/06/1995,jun,1995
10/25/1990,10/25/1990,,
03/07/2003,03/07/2003,jul,2003
4/24/1972,4/24/1972,,
5/27/2004,5/27/2004,,
3/14/2001,3/14/2001,,
2/22/2011,2/22/2011,,
03/04/1997,03/04/1997,abr,1997
08/06/2002,08/06/2002,jun,2002
10/22/2007,10/22/2007,,
9/19/2007,9/19/2007,,
1/30/1995,1/30/1995,,
12/23/1997,12/23/1997,,
7/30/2001,7/30/2001,,
11/21/1996,11/21/1996,,
09/09/2003,09/09/2003,set,2003
5/18/2010,5/18/2010,,
3/18/2004,3/18/2004,,
09/05/1990,09/05/1990,mai,1990
3/26/1999,3/26/1999,,
3/26/2008,3/26/2008,,
6/19/1991,6/19/1991,,
11/23/2009,11/23/2009,,
9/22/1981,9/22/1981,,
1/27/2004,1/27/2004,,
1/22/2010,1/22/2010,,
1/22/2010,1/22/2010,,
12/29/1992,12/29/1992,,
01/04/1991,01/04/1991,abr,1991
5/31/2004,5/31/2004,,
04/11/2000,04/11/2000,nov,2000
01/05/2009,01/05/2009,mai,2009
06/05/2002,06/05/2002,mai,2002
8/22/2001,8/22/2001,,
11/09/2010,11/09/2010,set,2010
05/08/2012,05/08/2012,ago,2012
1/28/2008,1/28/2008,,
7/27/1981,7/27/1981,,
12/08/2005,12/08/2005,ago,2005
2/14/2001,2/14/2001,,
1/29/1998,1/29/1998,,
6/30/2005,6/30/2005,,
08/08/1986,08/08/1986,ago,1986
6/18/1997,6/18/1997,,
6/16/1999,6/16/1999,,
09/01/1998,09/01/1998,jan,1998
06/08/1981,06/08/1981,ago,1981
2/23/1994,2/23/1994,,
03/12/1986,03/12/1986,dez,1986
5/21/2001,5/21/2001,,
6/22/1990,6/22/1990,,
11/27/2006,11/27/2006,,
10/13/1969,10/13/1969,,
8/16/2011,8/16/2011,,
9/27/1994,9/27/1994,,
8/21/2006,8/21/2006,,
2/22/2007,2/22/2007,,
5/22/2002,5/22/2002,,
11/21/2011,11/21/2011,,
7/24/2012,7/24/2012,,
03/07/1990,03/07/1990,jul,1990
10/31/2011,10/31/2011,,
12/08/2011,12/08/2011,ago,2011
8/18/1998,8/18/1998,,
01/04/2008,01/04/2008,abr,2008
10/28/2011,10/28/2011,,
06/03/2011,06/03/2011,mar,2011
11/24/2010,11/24/2010,,
04/04/1989,04/04/1989,abr,1989
10/04/2011,10/04/2011,abr,2011
6/18/2009,6/18/2009,,
5/26/2009,5/26/2009,,
7/29/2010,7/29/2010,,
06/01/2010,06/01/2010,jan,2010
6/15/2012,6/15/2012,,
6/14/2012,6/14/2012,,
2/16/2011,2/16/2011,,
8/23/2010,8/23/2010,,
4/24/2012,4/24/2012,,
8/17/2009,8/17/2009,,
05/10/2010,05/10/2010,out,2010
9/25/2009,9/25/2009,,
12/11/2010,12/11/2010,nov,2010
6/24/2009,6/24/2009,,
06/04/2009,06/04/2009,abr,2009
3/24/2010,3/24/2010,,
07/06/2011,07/06/2011,jun,2011
08/01/2011,08/01/2011,jan,2011
6/13/2012,6/13/2012,,
5/18/1994,5/18/1994,,
3/20/2012,3/20/2012,,
10/11/2007,10/11/2007,nov,2007
4/17/2012,4/17/2012,,
01/10/2007,01/10/2007,out,2007
08/12/2011,08/12/2011,dez,2011
10/20/2006,10/20/2006,,
11/03/2006,11/03/2006,mar,2006
5/27/2008,5/27/2008,,
12/14/2009,12/14/2009,,
6/28/2006,6/28/2006,,
10/21/2010,10/21/2010,,
10/11/1966,10/11/1966,nov,1966
2/22/1984,2/22/1984,,
3/29/2010,3/29/2010,,
10/30/1996,10/30/1996,,
8/18/1989,8/18/1989,,
4/17/2000,4/17/2000,,
8/13/2010,8/13/2010,,
9/13/2010,9/13/2010,,
06/12/2012,06/12/2012,dez,2012
05/12/1998,05/12/1998,dez,1998
7/23/1996,7/23/1996,,
12/06/2007,12/06/2007,jun,2007
9/27/2000,9/27/2000,,
11/30/2006,11/30/2006,,
2/20/2009,2/20/2009,,
10/08/2008,10/08/2008,ago,2008
7/16/2010,7/16/2010,,
4/13/1999,4/13/1999,,
10/22/2007,10/22/2007,,
11/05/1991,11/05/1991,mai,1991
02/08/2011,02/08/2011,ago,2011
09/08/2011,09/08/2011,ago,2011
08/07/2008,08/07/2008,jul,2008
6/29/2006,6/29/2006,,
04/09/1992,04/09/1992,set,1992
4/25/2012,4/25/2012,,
9/30/2008,9/30/2008,,
10/27/2010,10/27/2010,,
02/11/2011,02/11/2011,nov,2011
9/27/1988,9/27/1988,,
3/31/1993,3/31/1993,,
3/28/2012,3/28/2012,,
3/30/2012,3/30/2012,,
9/15/2011,9/15/2011,,
9/28/2011,9/28/2011,,
9/15/2011,9/15/2011,,
5/28/2012,5/28/2012,,
11/28/2011,11/28/2011,,
09/02/2011,09/02/2011,fev,2011
09/02/2011,09/02/2011,fev,2011
3/22/2012,3/22/2012,,
03/12/1991,03/12/1991,dez,1991
1/21/2010,1/21/2010,,
06/05/1989,06/05/1989,mai,1989
8/28/1990,8/28/1990,,
2/15/1990,2/15/1990,,
07/05/1984,07/05/1984,mai,1984
5/30/1983,5/30/1983,,
11/14/1990,11/14/1990,,
10/10/1986,10/10/1986,out,1986
5/26/2009,5/26/2009,,
10/07/2011,10/07/2011,jul,2011
11/23/2007,11/23/2007,,
3/21/2011,3/21/2011,,
9/24/2012,9/24/2012,,
03/12/2001,03/12/2001,dez,2001
2/17/2011,2/17/2011,,
10/07/2011,10/07/2011,jul,2011
1/29/2003,1/29/2003,,
6/25/2011,6/25/2011,,
6/15/2011,6/15/2011,,
4/18/2012,4/18/2012,,
10/10/2003,10/10/2003,out,2003
1/25/1991,1/25/1991,,
07/04/2012,07/04/2012,abr,2012
5/31/2010,5/31/2010,,
4/16/2012,4/16/2012,,
4/16/2012,4/16/2012,,
7/14/2011,7/14/2011,,
12/20/2007,12/20/2007,,
7/24/1984,7/24/1984,,
6/30/2006,6/30/2006,,
5/19/2011,5/19/2011,,
03/11/2008,03/11/2008,nov,2008
6/24/2008,6/24/2008,,
03/05/2007,03/05/2007,mai,2007
11/09/2005,11/09/2005,set,2005
12/22/2006,12/22/2006,,
5/22/2007,5/22/2007,,
12/08/2006,12/08/2006,ago,2006
6/22/2011,6/22/2011,,
06/07/2011,06/07/2011,jul,2011
7/21/2008,7/21/2008,,
07/05/2012,07/05/2012,mai,2012
2/18/1999,2/18/1999,,
09/02/1998,09/02/1998,fev,1998
08/02/2006,08/02/2006,fev,2006
3/27/1997,3/27/1997,,
8/25/2011,8/25/2011,,
12/19/2005,12/19/2005,,
8/24/2001,8/24/2001,,
1/26/2012,1/26/2012,,
04/06/2001,04/06/2001,jun,2001
1/21/2011,1/21/2011,,
2/16/2012,2/16/2012,,
10/09/1996,10/09/1996,set,1996
8/13/2001,8/13/2001,,
10/14/1999,10/14/1999,,
07/06/2012,07/06/2012,jun,2012
11/17/2009,11/17/2009,,
5/16/2012,5/16/2012,,
12/08/2011,12/08/2011,ago,2011
1/23/2009,1/23/2009,,
4/29/2010,4/29/2010,,
06/06/2012,06/06/2012,jun,2012
6/27/2011,6/27/2011,,
12/21/1999,12/21/1999,,
07/01/1983,07/01/1983,jan,1983
01/10/2012,01/10/2012,out,2012
10/07/2010,10/07/2010,jul,2010
9/14/2010,9/14/2010,,
10/09/1991,10/09/1991,set,1991
04/09/2007,04/09/2007,set,2007
4/13/2007,4/13/2007,,
05/02/2001,05/02/2001,fev,2001
02/10/2010,02/10/2010,out,2010
12/18/2002,12/18/2002,,
6/26/2002,6/26/2002,,
11/04/2005,11/04/2005,abr,2005
7/17/2012,7/17/2012,,
09/05/1990,09/05/1990,mai,1990
8/19/1986,8/19/1986,,
4/14/1987,4/14/1987,,
09/03/2007,09/03/2007,mar,2007
10/13/1993,10/13/1993,,
07/02/1981,07/02/1981,fev,1981
6/25/1990,6/25/1990,,
9/20/2005,9/20/2005,,
1/30/2003,1/30/2003,,
4/17/2007,4/17/2007,,
07/09/1992,07/09/1992,set,1992
5/23/2011,5/23/2011,,
2/14/2012,2/14/2012,,
8/23/2010,8/23/2010,,
11/18/2010,11/18/2010,,
6/23/2003,6/23/2003,,
10/22/1980,10/22/1980,,
02/05/1997,02/05/1997,mai,1997
11/11/2010,11/11/2010,nov,2010
12/15/1981,12/15/1981,,
06/01/2012,06/01/2012,jan,2012
5/21/2012,5/21/2012,,
12/27/2010,12/27/2010,,
3/20/1997,3/20/1997,,
2/15/1978,2/15/1978,,
7/14/2011,7/14/2011,,
07/12/2011,07/12/2011,dez,2011
9/15/1997,9/15/1997,,
06/10/1998,06/10/1998,out,1998
06/01/2000,06/01/2000,jan,2000
1/24/2001,1/24/2001,,
3/24/1987,3/24/1987,,
5/31/2000,5/31/2000,,
6/18/1997,6/18/1997,,
10/11/2000,10/11/2000,nov,2000
02/10/1999,02/10/1999,out,1999
5/20/1999,5/20/1999,,
08/11/1994,08/11/1994,nov,1994
10/15/2009,10/15/2009,,
05/04/2012,05/04/2012,abr,2012
1/13/2004,1/13/2004,,
07/02/2004,07/02/2004,fev,2004
08/05/1998,08/05/1998,mai,1998
12/05/2007,12/05/2007,mai,2007
08/10/1998,08/10/1998,out,1998
10/06/2003,10/06/2003,jun,2003
5/31/1995,5/31/1995,,
3/21/2012,3/21/2012,,
9/14/2000,9/14/2000,,
2/15/2012,2/15/2012,,
8/22/2011,8/22/2011,,
07/07/1994,07/07/1994,jul,1994
2/27/2012,2/27/2012,,
9/17/2010,9/17/2010,,
7/29/2011,7/29/2011,,
10/26/1989,10/26/1989,,
10/03/2007,10/03/2007,mar,2007
05/09/2008,05/09/2008,set,2008
9/15/2010,9/15/2010,,
10/27/1988,10/27/1988,,
4/13/1998,4/13/1998,,
11/18/2005,11/18/2005,,
3/21/2001,3/21/2001,,
06/10/2010,06/10/2010,out,2010
11/01/2004,11/01/2004,jan,2004
04/05/2006,04/05/2006,mai,2006
02/06/2007,02/06/2007,jun,2007
8/26/1976,8/26/1976,,
02/04/2000,02/04/2000,abr,2000
1/26/1996,1/26/1996,,
7/22/1987,7/22/1987,,
5/25/1999,5/25/1999,,
5/16/2000,5/16/2000,,
06/02/2003,06/02/2003,fev,2003
1/30/2001,1/30/2001,,
09/04/1998,09/04/1998,abr,1998
09/02/2008,09/02/2008,fev,2008
9/24/2009,9/24/2009,,
12/28/1987,12/28/1987,,
5/19/2008,5/19/2008,,
12/15/2005,12/15/2005,,
11/11/2009,11/11/2009,nov,2009
1/30/2009,1/30/2009,,
07/12/2008,07/12/2008,dez,2008
3/15/2002,3/15/2002,,
5/28/2012,5/28/2012,,
11/29/1971,11/29/1971,,
7/15/1999,7/15/1999,,
05/03/2010,05/03/2010,mar,2010
8/18/2010,8/18/2010,,
12/06/1991,12/06/1991,jun,1991
04/07/2012,04/07/2012,jul,2012
11/08/2001,11/08/2001,ago,2001
9/15/1982,9/15/1982,,
11/07/2007,11/07/2007,jul,2007
4/13/2004,4/13/2004,,
08/12/2004,08/12/2004,dez,2004
07/01/1991,07/01/1991,jan,1991
5/21/1996,5/21/1996,,
7/13/1995,7/13/1995,,
07/01/2008,07/01/2008,jan,2008
5/28/1980,5/28/1980,,
8/16/2005,8/16/2005,,
07/12/2008,07/12/2008,dez,2008
4/20/2010,4/20/2010,,
02/03/2009,02/03/2009,mar,2009
01/07/1993,01/07/1993,jul,1993
05/05/1983,05/05/1983,mai,1983
9/21/1988,9/21/1988,,
6/14/2010,6/14/2010,,
10/04/2011,10/04/2011,abr,2011
10/25/2000,10/25/2000,,
6/25/2010,6/25/2010,,
05/11/1993,05/11/1993,nov,1993
11/03/1981,11/03/1981,mar,1981
07/12/2010,07/12/2010,dez,2010
10/30/1991,10/30/1991,,
03/05/1996,03/05/1996,mai,1996
1/13/1994,1/13/1994,,
5/21/2012,5/21/2012,,
1/17/2012,1/17/2012,,
09/05/1969,09/05/1969,mai,1969
02/11/2010,02/11/2010,nov,2010
12/10/2008,12/10/2008,out,2008
1/13/2012,1/13/2012,,
05/08/2008,05/08/2008,ago,2008
4/22/2009,4/22/2009,,
08/04/2009,08/04/2009,abr,2009
02/08/2010,02/08/2010,ago,2010
6/14/2012,6/14/2012,,
02/02/2009,02/02/2009,fev,2009
10/21/2010,10/21/2010,,
05/07/2009,05/07/2009,jul,2009
03/11/2011,03/11/2011,nov,2011
2/24/2010,2/24/2010,,
10/04/2001,10/04/2001,abr,2001
3/26/2012,3/26/2012,,
09/01/2008,09/01/2008,jan,2008
3/22/2012,3/22/2012,,
10/17/2006,10/17/2006,,
09/02/1998,09/02/1998,fev,1998
05/12/2003,05/12/2003,dez,2003
07/06/1983,07/06/1983,jun,1983
2/28/2003,2/28/2003,,
5/14/1991,5/14/1991,,
6/16/2009,6/16/2009,,
6/25/2007,6/25/2007,,
8/17/2004,8/17/2004,,
10/30/2007,10/30/2007,,
10/27/2008,10/27/2008,,
5/16/2001,5/16/2001,,
04/12/2012,04/12/2012,dez,2012
4/26/2010,4/26/2010,,
10/29/2010,10/29/2010,,
3/13/2009,3/13/2009,,
11/23/2011,11/23/2011,,
08/03/2001,08/03/2001,mar,2001
8/26/2008,8/26/2008,,
12/20/2004,12/20/2004,,
5/16/1988,5/16/1988,,
5/18/2010,5/18/2010,,
10/26/2010,10/26/2010,,
04/06/2011,04/06/2011,jun,2011
05/11/2005,05/11/2005,nov,2005
2/22/2010,2/22/2010,,
11/06/1987,11/06/1987,jun,1987
12/27/2007,12/27/2007,,
5/21/1992,5/21/1992,,
6/22/2012,6/22/2012,,
10/21/2011,10/21/2011,,
4/27/2004,4/27/2004,,
11/19/1997,11/19/1997,,
11/09/2011,11/09/2011,set,2011
9/27/2011,9/27/2011,,
10/10/2002,10/10/2002,out,2002
11/07/1991,11/07/1991,jul,1991
05/06/2005,05/06/2005,jun,2005
12/08/2003,12/08/2003,ago,2003
03/03/2006,03/03/2006,mar,2006
9/22/2010,9/22/2010,,
4/20/2010,4/20/2010,,
02/10/1998,02/10/1998,out,1998
10/05/2009,10/05/2009,mai,2009
12/29/2004,12/29/2004,,
12/27/1985,12/27/1985,,
6/26/2012,6/26/2012,,
5/17/2011,5/17/2011,,
12/26/1989,12/26/1989,,
12/16/1986,12/16/1986,,
03/07/1997,03/07/1997,jul,1997
5/14/1986,5/14/1986,,
08/06/1997,08/06/1997,jun,1997
9/22/1977,9/22/1977,,
11/11/2005,11/11/2005,nov,2005
01/07/2011,01/07/2011,jul,2011
07/01/2011,07/01/2011,jan,2011
12/29/2009,12/29/2009,,
10/26/2010,10/26/2010,,
3/27/2001,3/27/2001,,
10/05/2012,10/05/2012,mai,2012
10/13/2012,10/13/2012,,
2/18/2002,2/18/2002,,
12/22/2008,12/22/2008,,
12/10/2010,12/10/2010,out,2010
4/27/2011,4/27/2011,,
3/22/2010,3/22/2010,,
3/17/2010,3/17/2010,,
4/18/2012,4/18/2012,,
3/27/2012,3/27/2012,,
6/30/2011,6/30/2011,,
07/02/2011,07/02/2011,fev,2011
1/27/2005,1/27/2005,,
04/12/2012,04/12/2012,dez,2012
12/03/1998,12/03/1998,mar,1998
04/12/2012,04/12/2012,dez,2012
10/04/2011,10/04/2011,abr,2011
4/26/1985,4/26/1985,,
08/01/2011,08/01/2011,jan,2011
07/07/2011,07/07/2011,jul,2011
4/27/2006,4/27/2006,,
2/27/1984,2/27/1984,,
5/16/2006,5/16/2006,,
4/14/2008,4/14/2008,,
5/19/2011,5/19/2011,,
6/17/2011,6/17/2011,,
6/27/2011,6/27/2011,,
03/02/2012,03/02/2012,fev,2012
05/05/1997,05/05/1997,mai,1997
06/02/1999,06/02/1999,fev,1999
05/02/2012,05/02/2012,fev,2012
10/01/1996,10/01/1996,jan,1996
4/18/1996,4/18/1996,,
11/23/2010,11/23/2010,,
12/07/2011,12/07/2011,jul,2011
03/05/2012,03/05/2012,mai,2012
03/07/2012,03/07/2012,jul,2012
6/16/2011,6/16/2011,,
12/06/2011,12/06/2011,jun,2011
03/08/2012,03/08/2012,ago,2012
12/29/2009,12/29/2009,,
6/14/2011,6/14/2011,,
11/24/1993,11/24/1993,,
7/25/1988,7/25/1988,,
3/19/2008,3/19/2008,,
11/21/2010,11/21/2010,,
10/22/2004,10/22/2004,,
01/11/2008,01/11/2008,nov,2008
6/29/2011,6/29/2011,,
6/25/2001,6/25/2001,,
5/24/1993,5/24/1993,,
5/17/2012,5/17/2012,,
3/13/2012,3/13/2012,,
5/14/2012,5/14/2012,,
5/28/1993,5/28/1993,,
12/07/1999,12/07/1999,jul,1999
11/26/2007,11/26/2007,,
10/28/2011,10/28/2011,,
1/21/2003,1/21/2003,,
10/16/1974,10/16/1974,,
10/21/2011,10/21/2011,,
10/24/2011,10/24/2011,,
06/12/2009,06/12/2009,dez,2009
04/04/2000,04/04/2000,abr,2000
6/16/2009,6/16/2009,,
12/08/2009,12/08/2009,ago,2009
01/11/2012,01/11/2012,nov,2012
7/25/1996,7/25/1996,,
6/14/2011,6/14/2011,,
11/18/1985,11/18/1985,,
06/05/2012,06/05/2012,mai,2012
01/01/1979,01/01/1979,jan,1979
12/16/1982,12/16/1982,,
5/13/2011,5/13/2011,,
10/09/1992,10/09/1992,set,1992
10/28/2010,10/28/2010,,
08/09/2011,08/09/2011,set,2011
08/05/2011,08/05/2011,mai,2011
7/20/2012,7/20/2012,,
02/11/2011,02/11/2011,nov,2011
6/21/1991,6/21/1991,,
4/30/2008,4/30/2008,,
1/14/1985,1/14/1985,,
11/03/1986,11/03/1986,mar,1986
9/26/2002,9/26/2002,,
9/29/1998,9/29/1998,,
7/24/2012,7/24/2012,,
5/21/1981,5/21/1981,,
7/29/1985,7/29/1985,,
7/30/2004,7/30/2004,,
11/10/2000,11/10/2000,out,2000
12/07/2000,12/07/2000,jul,2000
06/09/2003,06/09/2003,set,2003
11/07/2008,11/07/2008,jul,2008
10/02/2006,10/02/2006,fev,2006
12/21/2006,12/21/2006,,
02/10/2010,02/10/2010,out,2010
12/16/2010,12/16/2010,,
02/03/2009,02/03/2009,mar,2009
12/17/1998,12/17/1998,,
01/05/1993,01/05/1993,mai,1993
03/12/2004,03/12/2004,dez,2004
9/28/2005,9/28/2005,,
11/21/2000,11/21/2000,,
05/04/2012,05/04/2012,abr,2012
01/01/1942,01/01/1942,jan,1942
07/03/1992,07/03/1992,mar,1992
04/08/2009,04/08/2009,ago,2009
12/27/2010,12/27/2010,,
03/03/1971,03/03/1971,mar,1971
05/08/1996,05/08/1996,ago,1996
03/05/2001,03/05/2001,mai,2001
04/12/2002,04/12/2002,dez,2002
04/04/2012,04/04/2012,abr,2012
09/09/2004,09/09/2004,set,2004
8/17/2011,8/17/2011,,
11/30/2000,11/30/2000,,
3/27/1996,3/27/1996,,
10/04/1995,10/04/1995,abr,1995
03/10/1980,03/10/1980,out,1980
8/22/2011,8/22/2011,,
10/01/2011,10/01/2011,jan,2011
4/28/1994,4/28/1994,,
8/17/2009,8/17/2009,,
12/09/2004,12/09/2004,set,2004
1/20/2010,1/20/2010,,
10/04/2010,10/04/2010,abr,2010
3/26/2011,3/26/2011,,
7/25/2003,7/25/2003,,
06/07/1991,06/07/1991,jul,1991
8/20/2010,8/20/2010,,
8/23/1999,8/23/1999,,
03/04/2005,03/04/2005,abr,2005
3/17/2009,3/17/2009,,
12/10/1996,12/10/1996,out,1996
8/19/1997,8/19/1997,,
08/08/1997,08/08/1997,ago,1997
1/17/1978,1/17/1978,,
08/07/2007,08/07/2007,jul,2007
08/12/2005,08/12/2005,dez,2005
1/21/2005,1/21/2005,,
1/31/2011,1/31/2011,,
10/23/1972,10/23/1972,,
8/28/1998,8/28/1998,,
10/17/1984,10/17/1984,,
2/28/2012,2/28/2012,,
03/11/1999,03/11/1999,nov,1999
10/04/2012,10/04/2012,abr,2012
5/21/2012,5/21/2012,,
9/28/1995,9/28/1995,,
11/14/2003,11/14/2003,,
05/11/2012,05/11/2012,nov,2012
11/23/1993,11/23/1993,,
3/26/2012,3/26/2012,,
4/24/2006,4/24/2006,,
08/06/2009,08/06/2009,jun,2009
02/02/2009,02/02/2009,fev,2009
01/09/1990,01/09/1990,set,1990
3/20/2001,3/20/2001,,
3/18/2002,3/18/2002,,
3/14/2011,3/14/2011,,
10/20/1999,10/20/1999,,
10/27/2000,10/27/2000,,
8/27/2007,8/27/2007,,
6/19/2006,6/19/2006,,
5/30/2005,5/30/2005,,
07/07/1989,07/07/1989,jul,1989
10/08/1986,10/08/1986,ago,1986
7/18/1994,7/18/1994,,
10/10/1991,10/10/1991,out,1991
3/20/1992,3/20/1992,,
1/30/1992,1/30/1992,,
10/08/1975,10/08/1975,ago,1975
11/13/1990,11/13/1990,,
8/19/2005,8/19/2005,,
8/16/1966,8/16/1966,,
10/05/1983,10/05/1983,mai,1983
5/24/1995,5/24/1995,,
07/12/2000,07/12/2000,dez,2000
12/01/1993,12/01/1993,jan,1993
6/22/1977,6/22/1977,,
01/05/2000,01/05/2000,mai,2000
07/09/2008,07/09/2008,set,2008
2/20/2001,2/20/2001,,
10/29/2010,10/29/2010,,
3/28/1988,3/28/1988,,
05/10/2006,05/10/2006,out,2006
5/24/2012,5/24/2012,,
6/23/1997,6/23/1997,,
09/03/2004,09/03/2004,mar,2004
6/22/2006,6/22/2006,,
10/27/1993,10/27/1993,,
6/15/2012,6/15/2012,,
07/03/2009,07/03/2009,mar,2009
12/19/2008,12/19/2008,,
4/15/2011,4/15/2011,,
8/27/2009,8/27/2009,,
1/14/2012,1/14/2012,,
8/24/2011,8/24/2011,,
10/27/2011,10/27/2011,,
5/24/2010,5/24/2010,,
2/20/2009,2/20/2009,,
08/12/2011,08/12/2011,dez,2011
9/17/2007,9/17/2007,,
12/26/2006,12/26/2006,,
8/16/2010,8/16/2010,,
3/27/2007,3/27/2007,,
3/26/2012,3/26/2012,,
8/29/1977,8/29/1977,,
12/08/2006,12/08/2006,ago,2006
4/24/2001,4/24/2001,,
11/22/1985,11/22/1985,,
05/07/2004,05/07/2004,jul,2004
07/07/2003,07/07/2003,jul,2003
5/15/1990,5/15/1990,,
9/17/1990,9/17/1990,,
9/20/2002,9/20/2002,,
05/04/2009,05/04/2009,abr,2009
8/16/1993,8/16/1993,,
5/25/2012,5/25/2012,,
11/16/1967,11/16/1967,,
9/30/1998,9/30/1998,,
1/13/2009,1/13/2009,,
3/13/2001,3/13/2001,,
2/28/2001,2/28/2001,,
6/15/1989,6/15/1989,,
9/22/2006,9/22/2006,,
3/27/2012,3/27/2012,,
04/02/2001,04/02/2001,fev,2001
04/04/2006,04/04/2006,abr,2006
6/24/2002,6/24/2002,,
3/26/2010,3/26/2010,,
5/16/2003,5/16/2003,,
02/12/2010,02/12/2010,dez,2010
08/10/1999,08/10/1999,out,1999
07/10/2008,07/10/2008,out,2008
4/13/2005,4/13/2005,,
6/19/2002,6/19/2002,,
7/22/1987,7/22/1987,,
9/13/2011,9/13/2011,,
4/16/2010,4/16/2010,,
09/05/2001,09/05/2001,mai,2001
5/13/1994,5/13/1994,,
11/03/2010,11/03/2010,mar,2010
10/26/2005,10/26/2005,,
9/21/2011,9/21/2011,,
10/01/2001,10/01/2001,jan,2001
11/02/2011,11/02/2011,fev,2011
01/07/2010,01/07/2010,jul,2010
4/23/2012,4/23/2012,,
7/27/2006,7/27/2006,,
7/13/1993,7/13/1993,,
9/22/2011,9/22/2011,,
10/30/2001,10/30/2001,,
05/07/1993,05/07/1993,jul,1993
08/06/1986,08/06/1986,jun,1986
09/10/1987,09/10/1987,out,1987
07/10/2006,07/10/2006,out,2006
09/09/2011,09/09/2011,set,2011
06/07/2001,06/07/2001,jul,2001
5/15/2008,5/15/2008,,
11/18/2002,11/18/2002,,
11/29/2011,11/29/2011,,
04/02/2012,04/02/2012,fev,2012
4/19/2012,4/19/2012,,
6/27/2012,6/27/2012,,
5/17/1983,5/17/1983,,
8/17/1994,8/17/1994,,
5/24/1989,5/24/1989,,
12/06/1982,12/06/1982,jun,1982
12/19/2006,12/19/2006,,
10/26/1999,10/26/1999,,
09/01/1989,09/01/1989,jan,1989
7/29/1975,7/29/1975,,
7/14/1993,7/14/1993,,
05/12/1982,05/12/1982,dez,1982
